URL,type,periodOfReport,notSubjectToSection16,issuerTradingSymbol,m_isDirector,m_isOfficer,m_isTenPercentOwner,m_isOther,transactionCode,equitySwapInvolved,transactionTimeliness,transactionShares,sharesOwnedFollowingTransaction,directOrIndirectOwnership,init_prices,end_dates,end_prices,sharesBeforeTransaction,percentVolumeChange,percentPriceChange
https://www.sec.gov/Archives/edgar/data/1090727/000122520808017178,4,2008-10-30,0,UPS,0,1,0,0,F,0,O,-62.1222,19577.6104,D,51.13,2009-10-30 00:00:00,53.68,19639.732600000003,-0.3163087872184166,4.987287306864848
https://www.sec.gov/Archives/edgar/data/1069533/000143774922018464,4,2022-08-01,0,RGCO,0,1,0,0,P,0,O,25.329,725.37,D,19.74,2023-08-01 00:00:00,19.96,700.041,3.618216647310658,1.114488348530914
https://www.sec.gov/Archives/edgar/data/1193486/000120919122024676,4,2022-04-14,0,MRVL,0,1,0,0,S,0,O,-5000.0,94531.0,D,60.97,2023-04-14 00:00:00,40.29,99531.0,-5.023560498739086,-33.918320485484664
https://www.sec.gov/Archives/edgar/data/1008001/000110465920043132,4,2020-04-01,0,PLUG,1,0,0,0,A,0,O,3178.0,874042.0,D,3.31,2021-04-01 00:00:00,35.26,870864.0,0.3649249480975216,965.2567975830816
https://www.sec.gov/Archives/edgar/data/1388767/000120919121018907,4,2021-03-05,0,CFR,0,1,0,0,A,0,O,1892.0,26559.0,D,110.76,2022-03-07 00:00:00,133.16,24667.0,7.670166619370009,20.2239075478512
https://www.sec.gov/Archives/edgar/data/1352010/000173223920000006,4,2020-05-18,0,EPAM,0,1,0,0,M,0,O,8000.0,28677.0,D,221.93,2021-05-18 00:00:00,446.48,20677.0,38.69033225322823,101.18055242644076
https://www.sec.gov/Archives/edgar/data/1405495/000120919115077433,4,2015-10-28,0,IDCC,0,1,0,0,A,0,O,29.1268,8245.0844,D,50.29,2016-10-27 00:00:00,69.55,8215.9576,0.3545149746147668,38.29787234042553
https://www.sec.gov/Archives/edgar/data/1173514/000112760219001293,4,2019-01-02,0,HY,0,0,0,1,P,0,O,4.0,544.0,I,62.87,2020-01-02 00:00:00,59.08,540.0,0.7407407407407408,-6.028312390647367
https://www.sec.gov/Archives/edgar/data/1403475/000120919116105698,4,2016-03-01,0,BMRC,0,1,0,0,A,0,O,400.0,4310.0,D,24.825,2017-03-01 00:00:00,34.8,3910.0,10.230179028132993,40.18126888217522
https://www.sec.gov/Archives/edgar/data/1326801/000095010320024044,4,2020-12-09,0,FB,1,1,1,0,S,0,O,-20.0,82789.0,I,277.92,2021-12-09 00:00:00,329.82,82809.0,-0.0241519641584851,18.674438687392044
https://www.sec.gov/Archives/edgar/data/1682852/000112760221013337,4,2021-04-05,0,MRNA,0,1,0,0,S,0,O,-20000.0,1609597.0,D,129.91,2022-04-05 00:00:00,162.05,1629597.0,-1.22729730111187,24.74020475713957
https://www.sec.gov/Archives/edgar/data/1326801/000095010320023392,4,2020-11-27,0,FB,1,1,1,0,S,0,O,-1400.0,0.0,I,277.81,2021-11-29 00:00:00,338.03,1400.0,-100.0,21.67668550448147
https://www.sec.gov/Archives/edgar/data/1556358/000155635813000010,4,2013-07-19,0,SYBT,1,0,0,0,P,0,O,127.872,1414.428,I,17.9867,2014-07-21 00:00:00,19.2333,1286.556,9.939093206980496,6.930676555454869
https://www.sec.gov/Archives/edgar/data/1178670/000132581214000016,4,2014-01-13,0,ALNY,1,0,0,0,S,0,O,-15000.0,0.0,D,93.28,2015-01-13 00:00:00,104.97,15000.0,-100.0,12.53216123499142
https://www.sec.gov/Archives/edgar/data/1216322/000091259315000122,4,2015-11-30,0,SUI,1,0,0,0,G,0,E,-100.0,17800.0,D,66.85,2016-11-29 00:00:00,73.34,17900.0,-0.5586592178770949,9.708302169035168
https://www.sec.gov/Archives/edgar/data/1182055/000112760210025439,4,2010-10-12,0,PG,1,0,0,0,A,0,O,2580.0,36211.358,D,62.02,2011-10-12 00:00:00,64.89,33631.358,7.6714119007623776,4.627539503386
https://www.sec.gov/Archives/edgar/data/1179929/000117992917000103,4,2017-05-09,0,MOH,0,1,0,0,S,0,O,-9673.0,95692.5,D,67.11,2018-05-09 00:00:00,81.96,105365.5,-9.180424332442785,22.12784979883772
https://www.sec.gov/Archives/edgar/data/1189906/000118990617000008,4,2017-09-07,0,FRT,1,1,0,0,S,0,O,-200.0,362249.0,D,130.45,2018-09-07 00:00:00,129.7,362449.0,-0.0551801770731882,-0.5749329244921426
https://www.sec.gov/Archives/edgar/data/1273441/000110465922027553,4/A,2022-02-15,0,GTE,0,1,0,0,D,0,O,-113766.0,274504.0,D,12.9,2023-02-15 00:00:00,8.816,388270.0,-29.30074432740104,-31.65891472868217
https://www.sec.gov/Archives/edgar/data/1021410/000126024009000074,4,2009-12-07,0,SRCL,0,1,0,0,S,0,O,-1462.0,1297616.0,D,58.1,2010-12-07 00:00:00,77.36,1299078.0,-0.1125413562542049,33.14974182444062
https://www.sec.gov/Archives/edgar/data/1108524/000112760220025265,4,2020-09-16,0,CRM,1,1,0,0,S,0,O,-2503.0,29471297.0,D,250.6,2021-09-16 00:00:00,260.36,29473800.0,-0.0084922880660111,3.894652833200327
https://www.sec.gov/Archives/edgar/data/1231641/000112760222010755,4,2022-03-29,0,BANR,0,1,0,0,F,0,O,-1149.0,170010.0,D,61.58,2023-03-29 00:00:00,54.7,171159.0,-0.6713056281001876,-11.172458590451438
https://www.sec.gov/Archives/edgar/data/1110803/000112760221006557,4,2021-02-16,0,ILMN,1,0,0,0,S,0,O,-250.0,3500.0,I,492.55,2022-02-16 00:00:00,333.86,3750.0,-6.666666666666667,-32.21804892904274
https://www.sec.gov/Archives/edgar/data/1461956/000120919112012300,4,2012-02-17,0,PNW,0,0,0,1,F,0,O,-358.0,4604.0,D,47.86,2013-02-18 00:00:00,54.34,4962.0,-7.214832728738411,13.539490179690771
https://www.sec.gov/Archives/edgar/data/1293387/000121465920010539,4,2020-07-31,0,OLP,1,0,0,0,J,0,O,242.0,44178.0,D,16.97,2021-08-02 00:00:00,30.04,43936.0,0.5508011653313911,77.01826753093695
https://www.sec.gov/Archives/edgar/data/1276520/000120919119021168,4,2019-03-21,0,GNW,0,1,0,0,F,0,O,-56872.0,224825.0,D,3.95,2020-03-20 00:00:00,3.24,281697.0,-20.18906839618456,-17.974683544303797
https://www.sec.gov/Archives/edgar/data/1672865/000122520821014408,4,2021-12-01,0,RJF,0,1,0,0,S,0,O,-3400.0,8466.0,D,94.91,2022-12-01 00:00:00,117.41,11866.0,-28.653295128939828,23.70666947634601
https://www.sec.gov/Archives/edgar/data/1190237/000112760211021637,4,2011-07-15,0,JBHT,0,1,0,0,M,0,O,7500.0,254294.0,D,48.29,2012-07-16 00:00:00,58.33,246794.0,3.0389717740301627,20.79105404845724
https://www.sec.gov/Archives/edgar/data/1087294/000120919121055488,4,2021-04-16,0,CPIX,1,0,0,0,P,0,O,15.0,12158.0,D,2.99,2022-04-18 00:00:00,2.55,12143.0,0.1235279584946059,-14.715719063545162
https://www.sec.gov/Archives/edgar/data/1124610/000079007010000138,4,2010-07-01,0,VMW,0,0,1,0,P,0,O,30000.0,30503416.0,D,63.68,2011-07-01 00:00:00,99.9,30473416.0,0.0984464623198134,56.8781407035176
https://www.sec.gov/Archives/edgar/data/1035443/000103544321000028,4,2021-01-15,0,ARE,1,0,0,0,A,0,O,921.0,4573.0,D,168.37,2022-01-18 00:00:00,207.39,3652.0,25.21905805038336,23.17514996733384
https://www.sec.gov/Archives/edgar/data/1101302/000119745310000083,4,2010-03-15,0,ENTG,1,0,0,0,S,0,O,-100.0,184333.0,D,5.0,2011-03-15 00:00:00,7.49,184433.0,-0.0542202317372704,49.8
https://www.sec.gov/Archives/edgar/data/1161662/000176558122000096,4,2022-08-05,0,JAZZ,1,0,0,0,S,0,O,-1089.0,11871.0,D,153.72,2023-08-07 00:00:00,131.51,12960.0,-8.402777777777779,-14.448347645068962
https://www.sec.gov/Archives/edgar/data/1370287/000114036122009836,4,2022-03-16,0,AM,1,0,0,0,J,0,O,3979.0,104643.0,D,9.95,2023-03-16 00:00:00,10.0,100664.0,3.952753715330208,0.5025125628140775
https://www.sec.gov/Archives/edgar/data/1213917/000120919119014027,4,2019-02-26,0,DIN,1,0,0,0,M,0,O,1355.0,26223.0,D,97.19,2020-02-26 00:00:00,87.17,24868.0,5.448769502975711,-10.309702644304966
https://www.sec.gov/Archives/edgar/data/1015825/000112760219017039,4,2019-04-30,0,EOG,1,0,0,0,D,0,O,-0.917,46622.06,D,96.05,2020-04-29 00:00:00,47.72,46622.977,-0.0019668413709403,-50.31754294638209
https://www.sec.gov/Archives/edgar/data/1173420/000121465919000071,4,2019-01-02,0,NG,1,0,0,0,F,0,O,-85101.0,129308.0,D,3.96,2020-01-02 00:00:00,8.84,214409.0,-39.69096446511107,123.23232323232322
https://www.sec.gov/Archives/edgar/data/1120808/000089707721000102,4,2021-06-28,0,ALG,1,0,0,1,S,0,O,-827.0,202345.0,D,152.1,2022-06-28 00:00:00,113.62,203172.0,-0.4070442777548087,-25.29914529914529
https://www.sec.gov/Archives/edgar/data/1000697/000112760213029821,4,2013-10-24,0,WAT,1,0,0,0,M,0,O,4000.0,49509.0,D,101.29,2014-10-24 00:00:00,107.34,45509.0,8.78947021468281,5.97294895843617
https://www.sec.gov/Archives/edgar/data/1166691/000122520816034465,4,2016-06-01,0,CMCSA,0,1,0,0,S,0,O,-15121.0,110885.0,D,31.865,2017-06-01 00:00:00,41.66,126006.0,-12.000222211640716,30.739055389926246
https://www.sec.gov/Archives/edgar/data/1041084/000089129310000039,4,2010-09-30,0,CTIC,1,0,0,0,S,0,O,-800.0,2434865.0,D,19.35,2011-09-30 00:00:00,53.0,2435665.0,-0.0328452393904744,173.9018087855297
https://www.sec.gov/Archives/edgar/data/1111142/000081445317000034,4,2017-05-08,0,NWL,1,0,0,0,M,0,O,2995.0,85883.0,D,51.93,2018-05-08 00:00:00,27.31,82888.0,3.613309526107519,-47.4099749663008
https://www.sec.gov/Archives/edgar/data/1173514/000112760220020409,4,2020-03-25,0,HY,0,0,0,1,G,0,E,207.0,2400.0,I,38.77,2021-03-25 00:00:00,85.08,2193.0,9.439124487004104,119.44802682486456
https://www.sec.gov/Archives/edgar/data/1601712/000160171221000118,4,2021-03-01,0,SYF,0,1,0,0,M,0,O,35000.0,224505.0,D,40.0,2022-03-01 00:00:00,39.47,189505.0,18.469169678900293,-1.3250000000000028
https://www.sec.gov/Archives/edgar/data/1105964/000120919113002901,4,2013-01-10,0,DDD,1,1,0,0,S,0,O,-100.0,580360.0,I,39.54,2014-01-10 00:00:00,94.45,580460.0,-0.0172277159494194,138.8720283257461
https://www.sec.gov/Archives/edgar/data/1577061/000112760216040394,4,2016-02-08,0,BIIB,0,1,0,0,M,0,O,1278.0,9018.0,D,230.8332,2017-02-07 00:00:00,266.11,7740.0,16.511627906976745,15.282377058412743
https://www.sec.gov/Archives/edgar/data/1232931/000114036111053597,4,2011-11-11,0,MNR,1,1,0,0,P,0,O,300.0,17453.658,I,8.18,2012-11-12 00:00:00,10.17,17153.658,1.7488981067478435,24.3276283618582
https://www.sec.gov/Archives/edgar/data/1126396/000089375009000425,4,2009-07-15,0,AZO,0,0,1,0,S,0,O,-59.0,69260.0,I,158.0,2010-07-15 00:00:00,204.91,69319.0,-0.0851137494770553,29.68987341772152
https://www.sec.gov/Archives/edgar/data/1641080/000110465917023115,4,2017-04-10,0,TTD,0,0,1,0,S,0,O,-10400.0,2184207.0,D,3.69,2018-04-10 00:00:00,4.974,2194607.0,-0.4738889468592782,34.79674796747968
https://www.sec.gov/Archives/edgar/data/1616707/000161670717000564,4,2017-08-28,0,W,1,1,1,0,S,0,O,-14200.0,245872.0,D,68.56,2018-08-28 00:00:00,130.64,260072.0,-5.46002645421268,90.54842473745622
https://www.sec.gov/Archives/edgar/data/1428623/000005448016000186,4/A,2016-02-19,0,KSU,0,1,0,0,A,0,O,7805.0,48369.0,D,82.71,2017-02-21 00:00:00,87.66,40564.0,19.24119909279164,5.984766050054411
https://www.sec.gov/Archives/edgar/data/1280452/000128045210000036,4,2010-02-09,0,MPWR,0,1,0,0,S,0,O,-532.0,57797.0,D,20.2,2011-02-09 00:00:00,15.61,58329.0,-0.9120677536045536,-22.722772277227723
https://www.sec.gov/Archives/edgar/data/1178670/000173527621000037,4,2021-04-19,0,ALNY,1,1,0,0,F,0,O,-270.0,214765.0,D,137.4,2022-04-19 00:00:00,161.2,215035.0,-0.1255609551933406,17.321688500727788
https://www.sec.gov/Archives/edgar/data/1181348/000072067214000069,4,2014-12-03,0,SF,1,0,0,0,S,0,O,-1206.0,31568.0,D,33.24,2015-12-03 00:00:00,29.5333,32774.0,-3.679746140233112,-11.151323706377864
https://www.sec.gov/Archives/edgar/data/1699240/000122520818001890,4,2018-01-26,0,FUL,0,1,0,0,F,0,O,-202.0,1273.0,D,54.53,2019-01-28 00:00:00,46.65,1475.0,-13.694915254237287,-14.450761048963878
https://www.sec.gov/Archives/edgar/data/874396/000162828021004582,4,2021-03-09,0,LCUT,1,1,0,0,A,0,O,5264.0,1215210.0,D,14.18,2022-03-09 00:00:00,13.9,1209946.0,0.4350607382478226,-1.9746121297602213
https://www.sec.gov/Archives/edgar/data/1058090/000120919120034110,4,2020-06-01,0,CMG,1,1,0,0,G,0,O,-790.0,19079.0,D,1047.88,2021-06-01 00:00:00,1361.13,19869.0,-3.9760430821883337,29.89369011718899
https://www.sec.gov/Archives/edgar/data/1013425/000090445417000741,4,2017-12-18,1,DRNA,1,0,1,0,A,0,O,282.0,25730.0,D,7.18,2018-12-18 00:00:00,11.07,25448.0,1.1081420936812325,54.17827298050141
https://www.sec.gov/Archives/edgar/data/1060493/000120919111012954,4,2011-02-25,0,GEO,1,0,0,0,M,0,O,3000.0,3100.0,D,13.9056,2012-02-27 00:00:00,9.6778,100.0,3000.0,-30.403578414451733
https://www.sec.gov/Archives/edgar/data/1182124/000112760214021291,4,2013-02-05,0,CBSH,0,1,0,0,S,0,O,-7137.0,37270.0,D,34.3583,2014-02-05 00:00:00,38.5306,44407.0,-16.071790483482335,12.143499532863968
https://www.sec.gov/Archives/edgar/data/1085536/000124008517000012,4,2017-05-16,0,TYL,1,1,0,0,S,0,O,-12000.0,343437.0,D,168.87,2018-05-16 00:00:00,226.92,355437.0,-3.3761257269220706,34.37555516077455
https://www.sec.gov/Archives/edgar/data/1037868/000112760220023399,4,2020-08-11,0,AME,0,1,0,0,S,0,O,-12100.0,23532.0,D,99.25,2021-08-11 00:00:00,137.45,35632.0,-33.9582397844634,38.48866498740553
https://www.sec.gov/Archives/edgar/data/1008654/000112760209021051,4,2009-10-23,0,TUP,0,1,0,0,S,0,O,-4525.0,32118.0,D,46.26,2010-10-25 00:00:00,46.62,36643.0,-12.348879731463034,0.7782101167315163
https://www.sec.gov/Archives/edgar/data/1481603/000118143112056283,4,2012-11-01,0,IBM,0,1,0,0,S,0,O,-803.0,18641.8717,D,197.15,2013-11-01 00:00:00,179.23,19444.8717,-4.129623544906187,-9.089525741820957
https://www.sec.gov/Archives/edgar/data/1022671/000119594809000008,4,2009-12-14,0,STLD,1,1,0,0,S,0,O,-2546.0,413657.0,I,18.2,2010-12-14 00:00:00,17.06,416203.0,-0.6117207228203545,-6.263736263736266
https://www.sec.gov/Archives/edgar/data/1446800/000007536214000102,4,2014-08-01,0,PCAR,0,1,0,0,M,0,O,15021.0,43281.0,D,40.98,2015-08-03 00:00:00,42.9867,28260.0,53.15286624203822,4.896778916544661
https://www.sec.gov/Archives/edgar/data/910406/000118143111058841,4,2011-12-01,0,HAIN,1,1,0,0,M,0,O,60000.0,567157.0,D,18.185,2012-11-30 00:00:00,30.135,507157.0,11.830655990156894,65.71350013747596
https://www.sec.gov/Archives/edgar/data/1395942/000139594214000006,4,2014-01-02,0,KAR,0,1,0,0,M,0,O,7000.0,7000.0,D,11.338,2015-01-02 00:00:00,13.1156,0.0,inf,15.67825013229848
https://www.sec.gov/Archives/edgar/data/1195358/000162643115000079,4,2015-12-01,0,MSFT,1,0,0,0,A,0,O,679.0,30457.0,D,55.22,2016-11-30 00:00:00,60.26,29778.0,2.28020686412788,9.127127852227453
https://www.sec.gov/Archives/edgar/data/1210284/000120919109016877,4,2009-03-13,0,PKOH,0,1,0,0,A,0,O,25000.0,25000.0,D,3.49,2010-03-15 00:00:00,9.75,0.0,inf,179.3696275071633
https://www.sec.gov/Archives/edgar/data/1528172/000164562718000050,4,2018-08-27,0,ENDV,0,1,1,0,P,0,O,2000.0,25743698.0,D,0.038,2019-08-27 00:00:00,0.0105,25741698.0,0.007769495236872,-72.36842105263158
https://www.sec.gov/Archives/edgar/data/1218184/000082705419000314,4,2019-11-15,0,MCHP,0,1,0,0,M,0,O,805.0,296538.0,I,23.65,2020-11-16 00:00:00,32.4125,295733.0,0.2722049957224929,37.05073995771672
https://www.sec.gov/Archives/edgar/data/1246249/000112760216060690,4,2016-08-17,0,CNBKA,1,0,0,0,P,0,O,23.4461,8739.0484,D,43.7,2017-08-17 00:00:00,65.5,8715.6023,0.2690129631086999,49.885583524027446
https://www.sec.gov/Archives/edgar/data/822663/000114420409038797,4,2009-07-22,0,IPAR,1,1,1,0,S,0,O,-944.0,2752898.0,I,7.94,2010-07-22 00:00:00,15.03,2753842.0,-0.0342793813152679,89.2947103274559
https://www.sec.gov/Archives/edgar/data/1441816/000144181619000245,4,2019-12-12,0,MDB,0,1,0,0,C,0,O,10000.0,109773.0,D,124.73,2020-12-11 00:00:00,340.0,99773.0,10.022751646236957,172.58879179026695
https://www.sec.gov/Archives/edgar/data/1438852/000120919109010629,4,2009-02-18,0,PPG,0,1,0,0,F,0,O,-799.0,9923.0,D,34.09,2010-02-18 00:00:00,62.11,10722.0,-7.451967916433501,82.19419184511585
https://www.sec.gov/Archives/edgar/data/1196440/000133914212000004,4,2012-02-21,0,IEX,1,0,0,0,A,0,O,1000.0,4830.0,D,42.86,2013-02-20 00:00:00,50.32,3830.0,26.109660574412537,17.405506299580033
https://www.sec.gov/Archives/edgar/data/1321522/000120919118004629,4,2018-01-17,0,UGI,1,1,0,0,F,0,O,-10806.0,443166.0,D,47.06,2019-01-17 00:00:00,55.35,453972.0,-2.3803230155163755,17.61580960475988
https://www.sec.gov/Archives/edgar/data/1070750/000107075011000033,4,2011-02-03,0,HST,0,1,0,0,J,0,O,-28811.0,282179.0,D,18.96,2012-02-03 00:00:00,16.91,310990.0,-9.26428502524197,-10.812236286919834
https://www.sec.gov/Archives/edgar/data/1380896/000120919115007329,4,2015-01-28,0,OPK,1,1,1,0,P,0,O,2500.0,145017929.0,I,11.34,2016-01-28 00:00:00,7.69,145015429.0,0.0017239544903873,-32.18694885361552
https://www.sec.gov/Archives/edgar/data/1213120/000006329620000115,4,2020-11-19,0,MATW,0,1,0,0,D,0,O,-1300.0,50527.0,D,28.32,2021-11-19 00:00:00,36.24,51827.0,-2.508345071101936,27.966101694915256
https://www.sec.gov/Archives/edgar/data/1005757/000112760215009116,4,2015-02-26,0,CSGS,0,1,0,0,S,0,O,-3009.0,119800.0,D,30.58,2016-02-26 00:00:00,38.58,122809.0,-2.4501461619262432,26.160889470241987
https://www.sec.gov/Archives/edgar/data/1057706/000120919115006290,4,2015-01-21,0,FBP,0,1,0,0,F,0,O,-3033.0,163230.0,D,5.45,2016-01-21 00:00:00,2.2,166263.0,-1.824218256617528,-59.63302752293578
https://www.sec.gov/Archives/edgar/data/1425523/000156761918001343,4,2018-08-16,0,BDGE,1,0,0,0,S,0,O,-405.0,53085.044,D,35.6,2019-08-16 00:00:00,28.07,53490.044,-0.7571502465019472,-21.15168539325843
https://www.sec.gov/Archives/edgar/data/1059556/000120919120057445,4,2020-11-06,0,MCO,1,1,0,0,S,0,O,-2815.0,268093.0,D,290.63,2021-11-08 00:00:00,387.27,270908.0,-1.0390981440193718,33.25190104256271
https://www.sec.gov/Archives/edgar/data/1327567/000120919116151957,4,2016-11-21,0,PANW,0,1,0,0,S,0,O,-12319.0,127738.0,D,53.6867,2017-11-21 00:00:00,49.8,140057.0,-8.79570460598185,-7.239595654044678
https://www.sec.gov/Archives/edgar/data/1044002/000112760215029962,4,2015-10-30,0,SNA,1,0,0,0,A,0,O,64.0,10541.0,D,165.89,2016-10-31 00:00:00,154.1,10477.0,0.6108618879450224,-7.10711917535716
https://www.sec.gov/Archives/edgar/data/1180011/000002891721000125,4,2021-05-18,0,DDS,1,0,0,0,S,0,O,-500.0,129532.0,D,141.94,2022-05-18 00:00:00,268.04,130032.0,-0.3845207333579426,88.84035507961113
https://www.sec.gov/Archives/edgar/data/1097149/000145684811000003,4,2011-05-26,0,ALGN,0,1,0,0,S,0,O,-19100.0,18840.0,D,24.18,2012-05-25 00:00:00,31.85,37940.0,-50.342646283605696,31.720430107526887
https://www.sec.gov/Archives/edgar/data/1455025/000120919115029645,4,2015-03-24,0,UNH,1,0,0,0,A,0,O,84.0,26230.0,D,118.12,2016-03-23 00:00:00,129.79,26146.0,0.3212728524439685,9.879783271249568
https://www.sec.gov/Archives/edgar/data/1021635/000114036112036144,4,2012-08-07,0,OGE,0,1,0,0,S,0,O,-750.0,11586.0,D,27.445,2013-08-07 00:00:00,37.49,12336.0,-6.07976653696498,36.60047367462197
https://www.sec.gov/Archives/edgar/data/1124140/000120919120047484,4,2020-08-17,0,EXAS,0,1,0,0,M,0,O,2551.0,8465.0,D,86.02,2021-08-17 00:00:00,93.57,5914.0,43.134934054785255,8.777028598000463
https://www.sec.gov/Archives/edgar/data/1247563/000088634616000209,4,2016-03-10,0,KAI,0,1,0,0,M,0,O,948.0,20775.0,D,41.85,2017-03-10 00:00:00,57.7,19827.0,4.781358753215312,37.87335722819594
https://www.sec.gov/Archives/edgar/data/1431202/000114036116050680,4,2016-02-05,0,RCL,0,1,0,0,F,0,O,-1007.0,37401.0,D,69.58,2017-02-06 00:00:00,94.81,38408.0,-2.621849614663612,36.26041966082208
https://www.sec.gov/Archives/edgar/data/1206725/000156761922002444,4,2022-02-01,0,ANGO,0,1,0,0,F,0,O,-1194.0,12904.0,D,21.31,2023-02-01 00:00:00,13.36,14098.0,-8.469286423606185,-37.30642890661661
https://www.sec.gov/Archives/edgar/data/1082923/000120919117021635,4,2017-03-16,0,STMP,0,1,0,0,S,0,O,-709.0,15698.0,D,131.75,2018-03-16 00:00:00,200.5,16407.0,-4.32132626318035,52.18216318785579
https://www.sec.gov/Archives/edgar/data/1772605/000112760220008613,4,2020-02-27,0,FMC,0,1,0,0,F,0,O,-334.0,10464.0,D,92.36,2021-02-26 00:00:00,101.69,10798.0,-3.093165401000185,10.10177566045907
https://www.sec.gov/Archives/edgar/data/1196198/000120919111006079,4,2011-01-28,0,SYNA,1,0,0,0,G,0,E,-10774.0,89936.0,D,28.36,2012-01-30 00:00:00,37.2,100710.0,-10.698043888392414,31.17066290550072
https://www.sec.gov/Archives/edgar/data/1177394/000112760215010089,4,2015-03-02,0,SNX,1,1,0,0,M,0,O,6600.0,128354.0,D,37.5526,2016-03-01 00:00:00,45.8556,121754.0,5.420766463524812,22.110319924585795
https://www.sec.gov/Archives/edgar/data/1288469/000120919117050024,4,2017-08-21,0,MXL,0,1,0,0,M,0,O,7144.0,212310.0,D,20.67,2018-08-21 00:00:00,18.89,205166.0,3.482058430734137,-8.611514271891634
https://www.sec.gov/Archives/edgar/data/1084869/000143774920023211,4,2020-11-05,0,FLWS,1,1,1,0,F,0,O,-9428.0,76039.0,D,21.25,2021-11-05 00:00:00,35.27,85467.0,-11.031158224811916,65.97647058823532
https://www.sec.gov/Archives/edgar/data/106535/000118143110045518,4,2010-09-01,0,WY,0,1,0,0,A,0,O,28558.0,45328.0,D,16.36,2011-09-01 00:00:00,17.7,16770.0,170.2921884317233,8.190709046454767
https://www.sec.gov/Archives/edgar/data/1447051/000114036111043435,4,2011-08-19,0,TBNK,1,0,0,0,F,0,O,-3068.0,33753.0,D,19.32,2012-08-20 00:00:00,23.64,36821.0,-8.332201732706878,22.36024844720497
https://www.sec.gov/Archives/edgar/data/1073397/000088398409000041,4,2009-07-23,0,ICUI,1,1,0,1,S,0,O,-500.0,734581.0,D,39.22,2010-07-23 00:00:00,37.59,735081.0,-0.0680197148341475,-4.1560428352881065
https://www.sec.gov/Archives/edgar/data/1196914/000089924321020305,4,2021-05-19,0,ITT,1,0,0,0,A,0,O,1359.0,6811.0,D,92.01,2022-05-19 00:00:00,69.38,5452.0,24.92663242846662,-24.595152700793403
https://www.sec.gov/Archives/edgar/data/1720297/000089924318027457,4,2018-10-23,0,SWI,1,0,0,0,M,0,O,3157.0,85671.0,D,33.4929,2019-10-23 00:00:00,42.335,82514.0,3.8260174031073513,26.39992356589009
https://www.sec.gov/Archives/edgar/data/1171423/000120919115022121,4,2015-03-03,0,AHC,0,1,0,0,M,0,O,15000.0,186142.0,D,8.81,2016-03-02 00:00:00,6.1,171142.0,8.764651575884354,-30.76049943246312
https://www.sec.gov/Archives/edgar/data/1474735/000114036115007827,4,2015-02-13,0,GNRC,0,1,0,0,A,0,O,3874.0,84221.0,D,49.89,2016-02-16 00:00:00,32.75,80347.0,4.821586369123925,-34.35558228101824
https://www.sec.gov/Archives/edgar/data/1739942/000173994221000090,4,2021-05-21,0,SWI,0,1,0,0,S,0,O,-4206.0,989888.0,D,37.1325,2022-05-23 00:00:00,11.46,994094.0,-0.4230988216406094,-69.13754797010705
https://www.sec.gov/Archives/edgar/data/1008357/000114036109024455,4,2009-11-02,0,NATI,1,0,0,0,S,0,O,-1000.0,836390.0,D,17.76,2010-11-02 00:00:00,23.2133,837390.0,-0.1194186699148544,30.705518018018008
https://www.sec.gov/Archives/edgar/data/1072608/000120919110010852,4,2010-02-17,0,BLKB,0,1,0,0,S,0,O,-27451.0,37268.0,D,23.03,2011-02-17 00:00:00,26.53,64719.0,-42.41567391337938,15.19756838905775
https://www.sec.gov/Archives/edgar/data/1328535/000112760215004794,4,2015-02-05,0,MMM,0,1,0,0,S,0,O,-4000.0,64999.0,D,166.55,2016-02-05 00:00:00,153.47,68999.0,-5.797185466456035,-7.853497448213756
https://www.sec.gov/Archives/edgar/data/1653042/000120919118050296,4/A,2017-02-22,0,CSX,0,1,0,0,A,0,O,13434.0,106155.0,D,16.13,2018-02-22 00:00:00,18.33,92721.0,14.488627171838097,13.639181649101053
https://www.sec.gov/Archives/edgar/data/1217203/000076682919000146,4,2019-12-02,0,SJW,0,1,0,0,A,0,O,103.0,42062.0,D,70.52,2020-12-01 00:00:00,65.74,41959.0,0.245477728258538,-6.778218944980149
https://www.sec.gov/Archives/edgar/data/1070170/000101905618000831,4,2018-07-10,0,GFN,0,0,1,0,S,0,O,-4638.0,128852.0,I,14.05,2019-07-10 00:00:00,7.24,133490.0,-3.474417559367743,-48.46975088967972
https://www.sec.gov/Archives/edgar/data/1371495/000081153215000072,4,2015-02-25,0,FUN,0,1,0,0,A,0,O,23138.0,151403.0,D,55.68,2016-02-25 00:00:00,57.05,128265.0,18.03921568627451,2.4604885057471217
https://www.sec.gov/Archives/edgar/data/1007587/000118487513000005,4,2013-08-02,0,KVHI,1,1,0,0,S,0,O,-2300.0,271779.0,D,13.82,2014-08-04 00:00:00,12.87,274079.0,-0.8391741067356492,-6.874095513748199
https://www.sec.gov/Archives/edgar/data/1461137/000112760214003493,4,2014-01-28,0,TER,0,1,0,0,M,0,O,4711.0,52681.0,D,19.19,2015-01-28 00:00:00,18.74,47970.0,9.820721284135915,-2.3449713392392018
https://www.sec.gov/Archives/edgar/data/1186986/000118698611000002,4,2011-09-07,0,NWBI,1,0,0,0,S,0,O,-1234.0,99997.5,D,11.97,2012-09-06 00:00:00,12.39,101231.5,-1.218988160799751,3.5087719298245603
