issuerTradingSymbol
TRKN
WYPT
NWAC
WFII
FLE
REG
SPRT
CRWG
CLRX
VVTV
HSIC
BDRL
MATV
NVAX
SGMO
NSP
DISH
REPX
OPFI
ASTC
AEE
NTAP
MSM
RHE-A
PCG
UAL
VGR
ZFOX
SUPN
EPM
CBKM
PURE
BILL
TAIT
SAM
UFI
CDNS
TTEK
CRDO
UNP
ONCR
UFCS
PRI
NHI
REGN
AVDL
NWFL
NHC
FDS
WMT
ANSS
UMBF
BJRI
NRG
TTEC
VRSN
CTHR
WTFC
UAMY
CSV
USEG
CARV
RPRX
HRT
AHH
RTX
NASD
VFC
CYH
MXC
ATSG
SEAC
PAG
IRM
DXPE
UVV
VCYT
ZLAB
COHN
BDSX
UNFI
NUS
SDCH
KSS
PLUS
UVSP
STLD
SLP
HPE
EGHT
FORR
ROK
CLH
CFFS
HUM
EFSC
CMT
VMI
CDRE
VSEC
EEFT
UBP
PPBI
ACI
SOFO
BSY
SLM
CRVS
MMS
BCDA;BCDAW
CENX
CIEN
SSNC
AMT
GTLB
AMCR
VSAT
MHH
KFRC
PBIO
AJX
UFPT
COP
WYY
VLO
CWT
ARE
HPK
ISRG
FNCB
FIX
MTD
PCTY
GABC
AME
RWAY
SMBK
HSKA
PGC
OSIS
AEHR
NTCT
CPRI
IDN
LEG
YUM
CTGO
LSAK
PTN
PSMT
BGNE
MBWM
AFG
BANF
PDM
EVTN
ASB
PRPO
SCD
IGI
NVDA
OSPN
CBL
HFWA
RKLB
TSBK
RNWK
EMAN
AMKR
DOUG
FDP
ED
IESC
BMRN
ELME
H
FFIV
AVa
GTIM
"LEN, LEN.B"
CNXN
WHF
MRCY
GCEH
NYSE: SCS
WDFC
RDW
CCI
GTY
CNK
PCF
TWLO
ROIC
CRAI
MCHX
KIRK
VRNA
IHT
TERN
THRD
EME
HHC
MTEX
WSR
TPL
ESOA
AWR
HCKT
CMG
HZO
IDA
CTSH
STIM
NXPL
LBTY
GNTY
SEIC
MCO
HSTM
SGEN
GBL
CRI
CLAR
EPD
BXMT
CRWD
RIBT
OSW
CYTK
FCFS
EBAY
BTU
TOF
MARA
WEYS
SKX
HSII
ATDS
CSCO
BCOR
OABI
AXON
LII
KTOS
PSIX
SCWX
BB
RGCO
STR
LFUS
CXW
SARA
RRBI
FRZA
ALIT
CNC
WLY
KFS
ACLS
PEAK
TPHS
FICO
TOL
BKNG
WSFS
CXDO
ONDS
UGRO
WGO
TCBI
NOVT
WKHS
SCI
NLS
EXTR
MTRN
ACCD
"SQFT,SQFTP"
CRDA CRDB
AZO
BDX
LTRPA
NRGV
DG
UTHR
TRSSF
AMEH
ZD
CYRN
RGP
FLWS
VTSI
WTTR
AKAM
PRFT
LEE
ARLP
CWBHF
DKS
SFST
LIDR
YORW
A
CHTR
ARGO
SWBI
DXCM
PEBK
MCS
ZION
TDY
BGCP
UPLD
PFSW
STAR
RE
MKL
LXFR
SAFE
ON
FDBC
CHPT
SRZN
CTRE
MET
AMRX
EW
NRDY
ZIVO
EQIX
SEI C
PACW
MEI
VRME
WWW
ICD
LHAA
FSTR
DDD
ATLC
SONN
ORCL
AVGO
QLYS
MODG
CRM
NYSE:EVC
ONTF
BRKR
VC
DYNR
BIOL
TROW
TH
ITGR
BBW
PI
FNRN
QUOT
PLAG
OSUR
MODN
NDAQ
MAXR
GRMN
SFT
RCEL
FLR
LOTZ
GPN
NEWT
AMHG
MDRX
VMW
BLNK
ENSG
OPEN
MGNX
PFG
PKTX
ARI
HOPE
FLO
ZBRA
HRTX
CDZI
CNP
FRBK
ATLO
SPWH
UPH
ARKR
GALT
TTGT
CVGW
AAWW
"UHAL,UHALB"
CHUC
RDI
CRK
ZBH
RH
UBFO
JACK
PRU
PFHO
CBRE
REED
HQI
ABC
LVLU
PED
NXST
R
BBAI
AMN
USM
ABG
HNNA
PODD
[AXR
LRN
BGFV
CME
MDGL
AAOI
SIEB
SCOR
RQI
RCMT
PLUR
LMAT
CABO
HALO
NASDAQ:ALR
SVRA
CB
LAB
ESQ
WEA
NRIM
MLM
ATXS
XPO
VRNT
CMCSA
OSG
RIOT
GMS
NCMI
CPSI
HTGM
BANC
KMX
RLGT
JBSS
RRGB
DMLP
SUNW
NG
NANX
NIC
OGEN
ASLE
CTSO
WYNN
FLXS
MMLP
B
ARES
SNX
ENTA
GO
PRTK
SNRG
CDW
FOLD
MOH
RAMP
XEL
OXM
UNH
HLF
DOCU
JXN
UNM
ATNX
PIPR
IOT
MCHP
PFHD
FRG FRGAP
FWRD
GD
NGM
RJF
RCUS
MLSS
STEL
MOGA/MOGB
