issuerTradingSymbol,date,close
NWFL,2023-06-08,29.4
NWFL,2023-06-09,29.0
NWFL,2023-06-12,28.62
NWFL,2023-06-13,29.15
NWFL,2023-06-14,28.71
NWFL,2023-06-15,29.28
NWFL,2023-06-16,31.68
NWFL,2023-06-20,31.06
NWFL,2023-06-21,32.08
NWFL,2023-06-22,31.38
NWFL,2023-06-23,30.73
NWFL,2023-06-26,30.47
NWFL,2023-06-27,29.62
NWFL,2023-06-28,28.68
NWFL,2023-06-29,29.46
NWFL,2023-06-30,29.53
NWFL,2023-07-03,30.2
NWFL,2023-07-05,29.62
NWFL,2023-07-06,29.17
NWFL,2023-07-07,29.93
NWFL,2023-07-10,29.23
NWFL,2023-07-11,29.28
NWFL,2023-07-12,29.53
NWFL,2023-07-13,29.44
NWFL,2023-07-14,28.7
NWFL,2023-07-17,28.99
NWFL,2023-07-18,29.51
NWFL,2023-07-19,30.23
NWFL,2023-07-20,31.57
NWFL,2023-07-21,30.64
NWFL,2023-07-24,30.62
NWFL,2023-07-25,30.17
NWFL,2023-07-26,30.39
NWFL,2023-07-27,31.4
NWFL,2023-07-28,31.52
NWFL,2023-07-31,31.85
NWFL,2023-08-01,32.98
NWFL,2023-08-02,31.25
NWFL,2023-08-03,30.62
NWFL,2023-08-04,30.57
NWFL,2023-08-07,31.35
NWFL,2023-08-08,31.06
NWFL,2023-08-09,30.9
NWFL,2023-08-10,30.56
NWFL,2023-08-11,30.71
NWFL,2023-08-14,29.8
NWFL,2023-08-15,28.54
NWFL,2023-08-16,27.99
NWFL,2023-08-17,27.97
NWFL,2023-08-18,28.25
NWFL,2023-08-21,28.18
NWFL,2023-08-22,27.61
NWFL,2023-08-23,27.04
NWFL,2023-08-24,27.27
NWFL,2023-08-25,27.0
NWFL,2023-08-28,26.92
NWFL,2023-08-29,27.99
NWFL,2023-08-30,27.51
NWFL,2023-08-31,27.13
NWFL,2023-09-01,27.32
NWFL,2023-09-05,27.57
NWFL,2023-09-06,26.26
NWFL,2023-09-07,26.4
NWFL,2023-09-08,26.64
NWFL,2023-09-11,26.3
NWFL,2023-09-12,27.17
NWFL,2023-09-13,26.76
NWFL,2023-09-14,27.27
NWFL,2023-09-15,28.69
NWFL,2023-09-18,27.33
NWFL,2023-09-19,26.82
NWFL,2023-09-20,26.89
NWFL,2023-09-21,26.81
NWFL,2023-09-22,26.22
NWFL,2023-09-25,26.27
NWFL,2023-09-26,26.03
NWFL,2023-09-27,26.43
NWFL,2023-09-28,25.91
NWFL,2023-09-29,25.76
NWFL,2023-10-02,25.31
NWFL,2023-10-03,25.43
NWFL,2023-10-04,25.63
NWFL,2023-10-05,26.9
NWFL,2023-10-06,26.14
NWFL,2023-10-09,24.9
NWFL,2023-10-10,25.86
NWFL,2023-10-11,26.21
NWFL,2023-10-12,25.9
NWFL,2023-10-13,24.88
NWFL,2023-10-16,25.25
NWFL,2023-10-17,26.02
NWFL,2023-10-18,26.4
NWFL,2023-10-19,26.51
NWFL,2023-10-20,25.59
NWFL,2023-10-23,25.95
NWFL,2023-10-24,24.94
NWFL,2023-10-25,24.27
NWFL,2023-10-26,24.85
NWFL,2023-10-27,25.0
NWFL,2023-10-30,25.04
NWFL,2023-10-31,25.61
NWFL,2023-11-01,26.3
NWFL,2023-11-02,27.54
NWFL,2023-11-03,29.1
NWFL,2023-11-06,27.77
NWFL,2023-11-07,27.58
NWFL,2023-11-08,25.9
NWFL,2023-11-09,25.72
NWFL,2023-11-10,26.0
NWFL,2023-11-13,26.03
NWFL,2023-11-14,27.98
NWFL,2023-11-15,27.4
NWFL,2023-11-16,27.46
NWFL,2023-11-17,27.5
NWFL,2023-11-20,27.39
NWFL,2023-11-21,27.65
NWFL,2023-11-22,27.99
NWFL,2023-11-24,27.9
NWFL,2023-11-27,27.33
NWFL,2023-11-28,27.56
NWFL,2023-11-29,27.96
NWFL,2023-11-30,27.71
NWFL,2023-12-01,29.03
NWFL,2023-12-04,29.83
NWFL,2023-12-05,29.24
NHC,2022-12-06,58.93
NHC,2022-12-07,58.65
NHC,2022-12-08,58.55
NHC,2022-12-09,57.74
NHC,2022-12-12,59.02
NHC,2022-12-13,59.47
NHC,2022-12-14,60.58
NHC,2022-12-15,58.95
NHC,2022-12-16,58.73
NHC,2022-12-19,59.64
NHC,2022-12-20,60.41
NHC,2022-12-21,61.17
NHC,2022-12-22,61.31
NHC,2022-12-23,61.8
NHC,2022-12-27,62.59
NHC,2022-12-28,60.77
NHC,2022-12-29,60.97
NHC,2022-12-30,59.5
NHC,2023-01-03,59.67
NHC,2023-01-04,57.94
NHC,2023-01-05,55.7
NHC,2023-01-06,56.11
NHC,2023-01-09,55.48
NHC,2023-01-10,55.37
NHC,2023-01-11,56.28
NHC,2023-01-12,57.69
NHC,2023-01-13,58.15
NHC,2023-01-17,57.51
NHC,2023-01-18,58.18
NHC,2023-01-19,58.68
NHC,2023-01-20,58.76
NHC,2023-01-23,58.7
NHC,2023-01-24,58.26
NHC,2023-01-25,58.14
NHC,2023-01-26,58.57
NHC,2023-01-27,57.35
NHC,2023-01-30,57.77
NHC,2023-01-31,59.54
NHC,2023-02-01,61.8
NHC,2023-02-02,62.3
NHC,2023-02-03,61.91
NHC,2023-02-06,59.58
NHC,2023-02-07,60.68
NHC,2023-02-08,60.63
NHC,2023-02-09,58.92
NHC,2023-02-10,60.36
NHC,2023-02-13,58.77
NHC,2023-02-14,58.77
NHC,2023-02-15,58.66
NHC,2023-02-16,60.39
NHC,2023-02-17,58.41
NHC,2023-02-21,58.94
NHC,2023-02-22,58.01
NHC,2023-02-23,58.1
NHC,2023-02-24,57.16
NHC,2023-02-27,56.51
NHC,2023-02-28,55.72
NHC,2023-03-01,55.38
NHC,2023-03-02,55.22
NHC,2023-03-03,55.05
NHC,2023-03-06,54.94
NHC,2023-03-07,54.26
NHC,2023-03-08,53.94
NHC,2023-03-09,54.09
NHC,2023-03-10,53.02
NHC,2023-03-13,52.44
NHC,2023-03-14,55.25
NHC,2023-03-15,56.36
NHC,2023-03-16,57.23
NHC,2023-03-17,55.46
NHC,2023-03-20,55.99
NHC,2023-03-21,56.43
NHC,2023-03-22,55.81
NHC,2023-03-23,56.02
NHC,2023-03-24,57.59
NHC,2023-03-27,58.47
NHC,2023-03-28,58.21
NHC,2023-03-29,57.49
NHC,2023-03-30,57.44
NHC,2023-03-31,58.07
NHC,2023-04-03,56.85
NHC,2023-04-04,57.46
NHC,2023-04-05,57.94
NHC,2023-04-06,57.65
NHC,2023-04-10,58.47
NHC,2023-04-11,59.01
NHC,2023-04-12,58.27
NHC,2023-04-13,58.27
NHC,2023-04-14,57.7
NHC,2023-04-17,58.0
NHC,2023-04-18,57.32
NHC,2023-04-19,57.2
NHC,2023-04-20,57.2
NHC,2023-04-21,57.47
NHC,2023-04-24,57.65
NHC,2023-04-25,57.89
NHC,2023-04-26,57.76
NHC,2023-04-27,58.05
NHC,2023-04-28,57.91
NHC,2023-05-01,57.9
NHC,2023-05-02,57.42
NHC,2023-05-03,56.7
NHC,2023-05-04,55.75
NHC,2023-05-05,57.01
NHC,2023-05-08,56.82
NHC,2023-05-09,57.99
NHC,2023-05-10,58.76
NHC,2023-05-11,58.53
NHC,2023-05-12,59.32
NHC,2023-05-15,58.32
NHC,2023-05-16,58.21
NHC,2023-05-17,58.68
NHC,2023-05-18,59.48
NHC,2023-05-19,59.78
NHC,2023-05-22,59.51
NHC,2023-05-23,59.97
NHC,2023-05-24,58.57
NHC,2023-05-25,59.01
NHC,2023-05-26,60.01
NHC,2023-05-30,59.76
NHC,2023-05-31,60.7
NHC,2023-06-01,61.32
NHC,2023-06-02,62.17
NHC,2023-06-05,61.4
NHC,2023-06-06,62.49
NHC,2023-06-07,63.24
NHC,2023-06-08,62.98
NHC,2023-06-09,61.72
NHC,2023-06-12,61.97
NHC,2023-06-13,61.43
NHC,2023-06-14,60.9
NHC,2023-06-15,60.9
NHC,2023-06-16,61.78
NHC,2023-06-20,60.7
NHC,2023-06-21,60.0
NHC,2023-06-22,60.26
NHC,2023-06-23,60.91
NHC,2023-06-26,60.59
NHC,2023-06-27,61.1
NHC,2023-06-28,61.66
NHC,2023-06-29,61.22
NHC,2023-06-30,61.82
NHC,2023-07-03,60.59
NHC,2023-07-05,61.11
NHC,2023-07-06,59.33
NHC,2023-07-07,58.18
NHC,2023-07-10,57.17
NHC,2023-07-11,57.39
NHC,2023-07-12,57.4
NHC,2023-07-13,57.28
NHC,2023-07-14,57.69
NHC,2023-07-17,57.28
NHC,2023-07-18,57.75
NHC,2023-07-19,58.47
NHC,2023-07-20,58.63
NHC,2023-07-21,58.67
NHC,2023-07-24,58.97
NHC,2023-07-25,59.01
NHC,2023-07-26,59.15
NHC,2023-07-27,58.35
NHC,2023-07-28,58.76
NHC,2023-07-31,59.02
NHC,2023-08-01,59.85
NHC,2023-08-02,59.79
NHC,2023-08-03,59.78
NHC,2023-08-04,63.17
NHC,2023-08-07,67.05
NHC,2023-08-08,67.53
NHC,2023-08-09,67.34
NHC,2023-08-10,67.55
NHC,2023-08-11,69.01
NHC,2023-08-14,68.6
NHC,2023-08-15,68.7
NHC,2023-08-16,69.48
NHC,2023-08-17,69.09
NHC,2023-08-18,68.8
NHC,2023-08-21,69.03
NHC,2023-08-22,68.56
NHC,2023-08-23,68.03
NHC,2023-08-24,68.22
NHC,2023-08-25,68.26
NHC,2023-08-28,68.18
NHC,2023-08-29,66.9
NHC,2023-08-30,68.31
NHC,2023-08-31,65.95
NHC,2023-09-01,67.24
NHC,2023-09-05,65.03
NHC,2023-09-06,65.41
NHC,2023-09-07,65.72
NHC,2023-09-08,67.37
NHC,2023-09-11,67.74
NHC,2023-09-12,67.5
NHC,2023-09-13,67.3
NHC,2023-09-14,67.84
NHC,2023-09-15,67.5
NHC,2023-09-18,67.86
NHC,2023-09-19,67.43
NHC,2023-09-20,67.43
NHC,2023-09-21,67.28
NHC,2023-09-22,65.82
NHC,2023-09-25,66.08
NHC,2023-09-26,64.8
NHC,2023-09-27,64.5
NHC,2023-09-28,64.95
NHC,2023-09-29,63.98
NHC,2023-10-02,64.65
NHC,2023-10-03,65.32
NHC,2023-10-04,65.99
NHC,2023-10-05,67.21
NHC,2023-10-06,66.37
NHC,2023-10-09,67.21
NHC,2023-10-10,67.6
NHC,2023-10-11,66.85
NHC,2023-10-12,65.0
NHC,2023-10-13,64.2
NHC,2023-10-16,65.62
NHC,2023-10-17,65.21
NHC,2023-10-18,65.29
NHC,2023-10-19,65.58
NHC,2023-10-20,66.5
NHC,2023-10-23,65.89
NHC,2023-10-24,65.81
NHC,2023-10-25,66.47
NHC,2023-10-26,66.65
NHC,2023-10-27,66.1
NHC,2023-10-30,67.47
NHC,2023-10-31,67.36
NHC,2023-11-01,67.78
NHC,2023-11-02,67.92
NHC,2023-11-03,70.92
NHC,2023-11-06,69.13
NHC,2023-11-07,70.12
NHC,2023-11-08,70.57
NHC,2023-11-09,70.56
NHC,2023-11-10,71.79
NHC,2023-11-13,72.27
NHC,2023-11-14,74.93
NHC,2023-11-15,74.61
NHC,2023-11-16,75.44
NHC,2023-11-17,75.56
NHC,2023-11-20,76.78
NHC,2023-11-21,77.33
NHC,2023-11-22,76.16
NHC,2023-11-24,76.9
NHC,2023-11-27,76.9
NHC,2023-11-28,76.07
NHC,2023-11-29,76.06
NHC,2023-11-30,76.57
NHC,2023-12-01,77.59
NHC,2023-12-04,86.3
NHC,2023-12-05,86.86
FDS,2022-12-06,454.15
FDS,2022-12-07,450.29
FDS,2022-12-08,451.3
FDS,2022-12-09,449.74
FDS,2022-12-12,449.89
FDS,2022-12-13,456.96
FDS,2022-12-14,449.3
FDS,2022-12-15,431.06
FDS,2022-12-16,428.38
FDS,2022-12-19,419.9
FDS,2022-12-20,397.28
FDS,2022-12-21,404.5
FDS,2022-12-22,398.5
FDS,2022-12-23,398.04
FDS,2022-12-27,395.55
FDS,2022-12-28,394.52
FDS,2022-12-29,406.5
FDS,2022-12-30,401.21
FDS,2023-01-03,405.96
FDS,2023-01-04,407.79
FDS,2023-01-05,393.55
FDS,2023-01-06,404.46
FDS,2023-01-09,404.62
FDS,2023-01-10,409.28
FDS,2023-01-11,412.82
FDS,2023-01-12,413.88
FDS,2023-01-13,421.36
FDS,2023-01-17,428.7
FDS,2023-01-18,429.42
FDS,2023-01-19,421.45
FDS,2023-01-20,423.76
FDS,2023-01-23,424.17
FDS,2023-01-24,419.64
FDS,2023-01-25,413.84
FDS,2023-01-26,420.49
FDS,2023-01-27,425.44
FDS,2023-01-30,420.62
FDS,2023-01-31,422.94
FDS,2023-02-01,426.55
FDS,2023-02-02,433.3
FDS,2023-02-03,427.56
FDS,2023-02-06,426.88
FDS,2023-02-07,434.02
FDS,2023-02-08,431.79
FDS,2023-02-09,427.26
FDS,2023-02-10,428.31
FDS,2023-02-13,434.42
FDS,2023-02-14,429.82
FDS,2023-02-15,435.27
FDS,2023-02-16,427.17
FDS,2023-02-17,431.23
FDS,2023-02-21,421.91
FDS,2023-02-22,422.36
FDS,2023-02-23,426.48
FDS,2023-02-24,421.39
FDS,2023-02-27,419.92
FDS,2023-02-28,414.55
FDS,2023-03-01,412.77
FDS,2023-03-02,414.64
FDS,2023-03-03,421.2
FDS,2023-03-06,418.32
FDS,2023-03-07,409.65
FDS,2023-03-08,408.04
FDS,2023-03-09,406.03
FDS,2023-03-10,395.63
FDS,2023-03-13,397.47
FDS,2023-03-14,409.55
FDS,2023-03-15,404.69
FDS,2023-03-16,405.2
FDS,2023-03-17,405.81
FDS,2023-03-20,411.55
FDS,2023-03-21,419.2
FDS,2023-03-22,415.65
FDS,2023-03-23,392.59
FDS,2023-03-24,398.86
FDS,2023-03-27,394.41
FDS,2023-03-28,401.47
FDS,2023-03-29,407.63
FDS,2023-03-30,410.68
FDS,2023-03-31,415.09
FDS,2023-04-03,416.06
FDS,2023-04-04,409.77
FDS,2023-04-05,402.04
FDS,2023-04-06,404.78
FDS,2023-04-10,403.7
FDS,2023-04-11,406.05
FDS,2023-04-12,411.72
FDS,2023-04-13,417.26
FDS,2023-04-14,413.97
FDS,2023-04-17,416.44
FDS,2023-04-18,416.96
FDS,2023-04-19,416.53
FDS,2023-04-20,416.7
FDS,2023-04-21,421.48
FDS,2023-04-24,422.2
FDS,2023-04-25,412.07
FDS,2023-04-26,401.4
FDS,2023-04-27,410.16
FDS,2023-04-28,411.69
FDS,2023-05-01,411.13
FDS,2023-05-02,398.08
FDS,2023-05-03,393.65
FDS,2023-05-04,395.01
FDS,2023-05-05,405.85
FDS,2023-05-08,402.67
FDS,2023-05-09,402.01
FDS,2023-05-10,404.39
FDS,2023-05-11,400.27
FDS,2023-05-12,398.36
FDS,2023-05-15,396.03
FDS,2023-05-16,388.54
FDS,2023-05-17,394.26
FDS,2023-05-18,393.55
FDS,2023-05-19,396.19
FDS,2023-05-22,398.25
FDS,2023-05-23,389.04
FDS,2023-05-24,384.58
FDS,2023-05-25,385.07
FDS,2023-05-26,388.44
FDS,2023-05-30,389.86
FDS,2023-05-31,384.89
FDS,2023-06-01,390.29
FDS,2023-06-02,398.81
FDS,2023-06-05,398.19
FDS,2023-06-06,397.6
FDS,2023-06-07,397.54
FDS,2023-06-08,403.45
FDS,2023-06-09,397.58
FDS,2023-06-12,400.28
FDS,2023-06-13,406.45
FDS,2023-06-14,410.99
FDS,2023-06-15,422.32
FDS,2023-06-16,420.91
FDS,2023-06-20,421.55
FDS,2023-06-21,423.34
FDS,2023-06-22,404.15
FDS,2023-06-23,394.05
FDS,2023-06-26,395.66
FDS,2023-06-27,400.34
FDS,2023-06-28,395.48
FDS,2023-06-29,395.55
FDS,2023-06-30,400.65
FDS,2023-07-03,393.54
FDS,2023-07-05,395.45
FDS,2023-07-06,391.2
FDS,2023-07-07,387.57
FDS,2023-07-10,395.43
FDS,2023-07-11,400.7
FDS,2023-07-12,399.52
FDS,2023-07-13,413.84
FDS,2023-07-14,410.73
FDS,2023-07-17,420.1
FDS,2023-07-18,424.36
FDS,2023-07-19,425.18
FDS,2023-07-20,429.6
FDS,2023-07-21,431.94
FDS,2023-07-24,436.74
FDS,2023-07-25,439.24
FDS,2023-07-26,440.42
FDS,2023-07-27,435.44
FDS,2023-07-28,436.51
FDS,2023-07-31,435.04
FDS,2023-08-01,433.59
FDS,2023-08-02,434.1
FDS,2023-08-03,431.04
FDS,2023-08-04,422.09
FDS,2023-08-07,424.79
FDS,2023-08-08,420.34
FDS,2023-08-09,421.98
FDS,2023-08-10,422.39
FDS,2023-08-11,423.98
FDS,2023-08-14,425.42
FDS,2023-08-15,423.67
FDS,2023-08-16,425.1
FDS,2023-08-17,430.39
FDS,2023-08-18,429.4
FDS,2023-08-21,430.0
FDS,2023-08-22,430.02
FDS,2023-08-23,437.55
FDS,2023-08-24,440.47
FDS,2023-08-25,429.57
FDS,2023-08-28,429.05
FDS,2023-08-29,430.81
FDS,2023-08-30,434.95
FDS,2023-08-31,436.41
FDS,2023-09-01,435.48
FDS,2023-09-05,432.52
FDS,2023-09-06,430.51
FDS,2023-09-07,430.92
FDS,2023-09-08,429.0
FDS,2023-09-11,426.44
FDS,2023-09-12,423.52
FDS,2023-09-13,429.14
FDS,2023-09-14,431.66
FDS,2023-09-15,427.67
FDS,2023-09-18,429.18
FDS,2023-09-19,426.31
FDS,2023-09-20,423.77
FDS,2023-09-21,426.76
FDS,2023-09-22,435.82
FDS,2023-09-25,436.97
FDS,2023-09-26,432.09
FDS,2023-09-27,435.19
FDS,2023-09-28,441.86
FDS,2023-09-29,437.26
FDS,2023-10-02,436.07
FDS,2023-10-03,435.73
FDS,2023-10-04,447.3
FDS,2023-10-05,449.19
FDS,2023-10-06,452.31
FDS,2023-10-09,451.42
FDS,2023-10-10,453.34
FDS,2023-10-11,456.87
FDS,2023-10-12,447.32
FDS,2023-10-13,446.63
FDS,2023-10-16,447.91
FDS,2023-10-17,450.07
FDS,2023-10-18,443.8
FDS,2023-10-19,436.87
FDS,2023-10-20,430.12
FDS,2023-10-23,431.68
FDS,2023-10-24,429.91
FDS,2023-10-25,424.18
FDS,2023-10-26,429.06
FDS,2023-10-27,420.42
FDS,2023-10-30,427.25
FDS,2023-10-31,431.89
FDS,2023-11-01,436.57
FDS,2023-11-02,442.26
FDS,2023-11-03,443.79
FDS,2023-11-06,446.57
FDS,2023-11-07,448.87
FDS,2023-11-08,445.73
FDS,2023-11-09,448.55
FDS,2023-11-10,453.02
FDS,2023-11-13,453.46
FDS,2023-11-14,459.43
FDS,2023-11-15,458.54
FDS,2023-11-16,464.28
FDS,2023-11-17,457.34
FDS,2023-11-20,456.0
FDS,2023-11-21,457.41
FDS,2023-11-22,457.76
FDS,2023-11-24,460.11
FDS,2023-11-27,460.28
FDS,2023-11-28,456.54
FDS,2023-11-29,454.39
FDS,2023-11-30,453.46
FDS,2023-12-01,455.17
FDS,2023-12-04,454.3
FDS,2023-12-05,446.5
WMT,2022-12-06,149.89
WMT,2022-12-07,149.11
WMT,2022-12-08,148.78
WMT,2022-12-09,145.31
WMT,2022-12-12,148.02
WMT,2022-12-13,147.49
WMT,2022-12-14,146.67
WMT,2022-12-15,145.36
WMT,2022-12-16,142.75
WMT,2022-12-19,142.8
WMT,2022-12-20,144.05
WMT,2022-12-21,145.18
WMT,2022-12-22,143.48
WMT,2022-12-23,143.77
WMT,2022-12-27,143.81
WMT,2022-12-28,141.29
WMT,2022-12-29,142.15
WMT,2022-12-30,141.79
WMT,2023-01-03,143.6
WMT,2023-01-04,143.76
WMT,2023-01-05,143.27
WMT,2023-01-06,146.78
WMT,2023-01-09,144.95
WMT,2023-01-10,144.86
WMT,2023-01-11,146.13
WMT,2023-01-12,144.81
WMT,2023-01-13,145.29
WMT,2023-01-17,144.41
WMT,2023-01-18,140.84
WMT,2023-01-19,138.83
WMT,2023-01-20,140.54
WMT,2023-01-23,142.64
WMT,2023-01-24,143.02
WMT,2023-01-25,142.34
WMT,2023-01-26,142.21
WMT,2023-01-27,143.3
WMT,2023-01-30,142.15
WMT,2023-01-31,143.87
WMT,2023-02-01,144.67
WMT,2023-02-02,143.62
WMT,2023-02-03,141.71
WMT,2023-02-06,140.68
WMT,2023-02-07,140.98
WMT,2023-02-08,140.22
WMT,2023-02-09,141.52
WMT,2023-02-10,143.72
WMT,2023-02-13,145.91
WMT,2023-02-14,145.49
WMT,2023-02-15,146.57
WMT,2023-02-16,144.27
WMT,2023-02-17,146.44
WMT,2023-02-21,147.33
WMT,2023-02-22,144.24
WMT,2023-02-23,142.09
WMT,2023-02-24,142.47
WMT,2023-02-27,141.44
WMT,2023-02-28,142.13
WMT,2023-03-01,140.15
WMT,2023-03-02,140.5
WMT,2023-03-03,140.67
WMT,2023-03-06,140.65
WMT,2023-03-07,139.25
WMT,2023-03-08,138.1
WMT,2023-03-09,137.17
WMT,2023-03-10,136.97
WMT,2023-03-13,137.37
WMT,2023-03-14,138.1
WMT,2023-03-15,139.64
WMT,2023-03-16,138.28
WMT,2023-03-17,139.4
WMT,2023-03-20,140.9
WMT,2023-03-21,140.42
WMT,2023-03-22,139.52
WMT,2023-03-23,140.65
WMT,2023-03-24,141.8
WMT,2023-03-27,144.17
WMT,2023-03-28,143.61
WMT,2023-03-29,144.23
WMT,2023-03-30,145.67
WMT,2023-03-31,147.45
WMT,2023-04-03,148.69
WMT,2023-04-04,147.23
WMT,2023-04-05,149.67
WMT,2023-04-06,150.8
WMT,2023-04-10,150.51
WMT,2023-04-11,150.07
WMT,2023-04-12,149.34
WMT,2023-04-13,149.49
WMT,2023-04-14,148.48
WMT,2023-04-17,149.52
WMT,2023-04-18,149.85
WMT,2023-04-19,150.01
WMT,2023-04-20,150.97
WMT,2023-04-21,151.73
WMT,2023-04-24,152.76
WMT,2023-04-25,151.57
WMT,2023-04-26,150.91
WMT,2023-04-27,151.38
WMT,2023-04-28,150.97
WMT,2023-05-01,151.59
WMT,2023-05-02,151.18
WMT,2023-05-03,150.62
WMT,2023-05-04,150.47
WMT,2023-05-05,151.77
WMT,2023-05-08,152.72
WMT,2023-05-09,152.98
WMT,2023-05-10,152.55
WMT,2023-05-11,153.12
WMT,2023-05-12,153.07
WMT,2023-05-15,151.88
WMT,2023-05-16,149.78
WMT,2023-05-17,149.53
WMT,2023-05-18,151.47
WMT,2023-05-19,149.91
WMT,2023-05-22,148.59
WMT,2023-05-23,148.31
WMT,2023-05-24,147.63
WMT,2023-05-25,146.16
WMT,2023-05-26,146.42
WMT,2023-05-30,146.06
WMT,2023-05-31,146.87
WMT,2023-06-01,147.41
WMT,2023-06-02,148.82
WMT,2023-06-05,149.8
WMT,2023-06-06,149.78
WMT,2023-06-07,150.0
WMT,2023-06-08,152.17
WMT,2023-06-09,153.09
WMT,2023-06-12,154.1
WMT,2023-06-13,155.3
WMT,2023-06-14,156.87
WMT,2023-06-15,157.73
WMT,2023-06-16,155.53
WMT,2023-06-20,154.16
WMT,2023-06-21,154.46
WMT,2023-06-22,155.75
WMT,2023-06-23,155.46
WMT,2023-06-26,155.05
WMT,2023-06-27,154.49
WMT,2023-06-28,155.33
WMT,2023-06-29,154.28
WMT,2023-06-30,157.18
WMT,2023-07-03,158.2
WMT,2023-07-05,158.11
WMT,2023-07-06,157.11
WMT,2023-07-07,153.49
WMT,2023-07-10,154.88
WMT,2023-07-11,154.65
WMT,2023-07-12,155.04
WMT,2023-07-13,154.13
WMT,2023-07-14,154.66
WMT,2023-07-17,154.85
WMT,2023-07-18,154.57
WMT,2023-07-19,154.62
WMT,2023-07-20,157.48
WMT,2023-07-21,158.37
WMT,2023-07-24,159.3
WMT,2023-07-25,159.17
WMT,2023-07-26,159.74
WMT,2023-07-27,159.16
WMT,2023-07-28,159.91
WMT,2023-07-31,159.86
WMT,2023-08-01,159.11
WMT,2023-08-02,159.22
WMT,2023-08-03,159.26
WMT,2023-08-04,158.34
WMT,2023-08-07,160.49
WMT,2023-08-08,160.65
WMT,2023-08-09,160.91
WMT,2023-08-10,160.26
WMT,2023-08-11,161.2
WMT,2023-08-14,160.0
WMT,2023-08-15,159.18
WMT,2023-08-16,159.26
WMT,2023-08-17,155.69
WMT,2023-08-18,157.93
WMT,2023-08-21,157.51
WMT,2023-08-22,157.01
WMT,2023-08-23,158.1
WMT,2023-08-24,156.89
WMT,2023-08-25,157.82
WMT,2023-08-28,158.72
WMT,2023-08-29,160.05
WMT,2023-08-30,161.2
WMT,2023-08-31,162.61
WMT,2023-09-01,161.57
WMT,2023-09-05,160.27
WMT,2023-09-06,161.47
WMT,2023-09-07,163.47
WMT,2023-09-08,163.77
WMT,2023-09-11,164.34
WMT,2023-09-12,164.52
WMT,2023-09-13,164.56
WMT,2023-09-14,165.25
WMT,2023-09-15,164.64
WMT,2023-09-18,163.42
WMT,2023-09-19,163.38
WMT,2023-09-20,163.91
WMT,2023-09-21,161.92
WMT,2023-09-22,162.35
WMT,2023-09-25,163.07
WMT,2023-09-26,162.5
WMT,2023-09-27,161.72
WMT,2023-09-28,162.54
WMT,2023-09-29,159.93
WMT,2023-10-02,160.1
WMT,2023-10-03,159.09
WMT,2023-10-04,161.0
WMT,2023-10-05,159.08
WMT,2023-10-06,156.41
WMT,2023-10-09,155.84
WMT,2023-10-10,157.6
WMT,2023-10-11,158.23
WMT,2023-10-12,158.95
WMT,2023-10-13,159.83
WMT,2023-10-16,161.21
WMT,2023-10-17,161.42
WMT,2023-10-18,161.54
WMT,2023-10-19,160.77
WMT,2023-10-20,158.76
WMT,2023-10-23,161.01
WMT,2023-10-24,163.25
WMT,2023-10-25,162.76
WMT,2023-10-26,161.77
WMT,2023-10-27,161.17
WMT,2023-10-30,163.02
WMT,2023-10-31,163.41
WMT,2023-11-01,164.87
WMT,2023-11-02,165.52
WMT,2023-11-03,164.66
WMT,2023-11-06,164.88
WMT,2023-11-07,165.65
WMT,2023-11-08,164.3
WMT,2023-11-09,163.92
WMT,2023-11-10,166.19
WMT,2023-11-13,167.68
WMT,2023-11-14,167.65
WMT,2023-11-15,169.78
WMT,2023-11-16,156.04
WMT,2023-11-17,155.35
WMT,2023-11-20,155.3
WMT,2023-11-21,155.86
WMT,2023-11-22,154.67
WMT,2023-11-24,156.06
WMT,2023-11-27,156.77
WMT,2023-11-28,158.64
WMT,2023-11-29,156.08
WMT,2023-11-30,155.69
WMT,2023-12-01,154.34
WMT,2023-12-04,154.3
WMT,2023-12-05,155.73
ANSS,2022-12-06,243.9
ANSS,2022-12-07,242.92
ANSS,2022-12-08,244.88
ANSS,2022-12-09,242.21
ANSS,2022-12-12,244.86
ANSS,2022-12-13,254.54
ANSS,2022-12-14,256.1
ANSS,2022-12-15,248.03
ANSS,2022-12-16,242.79
ANSS,2022-12-19,235.4
ANSS,2022-12-20,236.68
ANSS,2022-12-21,241.89
ANSS,2022-12-22,237.21
ANSS,2022-12-23,237.55
ANSS,2022-12-27,236.86
ANSS,2022-12-28,234.39
ANSS,2022-12-29,243.56
ANSS,2022-12-30,241.59
ANSS,2023-01-03,238.64
ANSS,2023-01-04,242.94
ANSS,2023-01-05,231.65
ANSS,2023-01-06,239.41
ANSS,2023-01-09,247.99
ANSS,2023-01-10,248.4
ANSS,2023-01-11,252.16
ANSS,2023-01-12,251.97
ANSS,2023-01-13,254.1
ANSS,2023-01-17,252.68
ANSS,2023-01-18,251.66
ANSS,2023-01-19,248.4
ANSS,2023-01-20,256.42
ANSS,2023-01-23,260.79
ANSS,2023-01-24,257.6
ANSS,2023-01-25,260.03
ANSS,2023-01-26,266.58
ANSS,2023-01-27,266.67
ANSS,2023-01-30,261.56
ANSS,2023-01-31,266.36
ANSS,2023-02-01,274.39
ANSS,2023-02-02,282.5
ANSS,2023-02-03,275.23
ANSS,2023-02-06,272.43
ANSS,2023-02-07,277.09
