issuerTradingSymbol
PAR
FFG
FISV
EXEL
BG
LAD
AVA
PYPL
HNI
NPO
PTON
V
ICPT
TWX
FGEN
BRCM
WBS
TKR
MCD
SEDG
ENR
HES
ZTS
CWT
ALL
KMX
PSMT
EPD
BPFH
A
WEX
NDSN
AMRN
ATRO
FNF
HTLF
MSA
AMT
MDT
"BFA, BFB"
IMPV
EVER
NEE
CARB
CAAS
FORR
GFN
MGLN
DNB
MTN
TAP
KSS
PGNY
FULT
NYSE: KRC
EGHT
CDLX
NXST
INGN
HLIT
BFS
MSI
XOM
WSM
AIT
GDDY
HAE
ROG
PVH
HSIC
CSOD
AON
FIVN
BBT
LLL
BLKB
HSNI
WLTW
NP
USCR
THS
PRE
CYTK
JDSU
ESRX
COH
TDOC
CVS
HAS
DPS
CYH
PAY
SCOR
COHR
HSKA
HUN
GGG
VRTU
ISIS
FIT
DTE
RPXC
RNR
EXPD
ORLY
RCL
LOW
FLIC
HSTM
AMWD
B
RAI
TSS
BA
EGOV
HD
DASH
LYB
CAM
MYGN
NFX
AAWW
KVHI
IART
DOV
TIVO
RCG
TNDM
TJX
THG
HCP
INDB
IDCC
OSTK
PFS
AZPN
CMP
TPX
EGBN
RL
ASTE
TGT
ADTN
AIN
COV
PNRA
BJRI
FIBK
(SIRI)
DOW
XEL
TESO
DIOD
CPF
wlfc
FOLD
LRN
IOSP
HTZ
AXE
EXP
MLHR
AGCO
PCLN
CSCO
PLL
AHL
HMHC
RDI
CAB
KEX
RGLD
NUE
CBZ
IONS
PINS
BK
AEP
BPI
GRMN
HUBS
REG
NBL
WAT
DNKN
BRX
THC
GEL
JACK
BNCL
KFS
PKOH
DHX
CMG
BPL
EBS
NEOG
MANH
NVAX
OMI
EMN
EIG
ABG
DV
ELY
POL
SCI
CATM
LMT
FMC
HBI
NWL
VNO
ROCK
WMGI
HRS
CERN
ABMD
BAX
ROLL
UNF
CYN
FCS
BANR
AVB
BFAM
ARR
CRCM
MON
OKE
EMCI
BID
STR
SWN
GPC
LPLA
GPN
WEYS
APH
TNAV
AWK
HCN
KND
VMW
NEM
DLX
ULTI
NYSE:EVC
NE
MI
VRA
FDX
DISH
HITT
tcbk
CCXI
CCI
DLPH
WBMD
FCNCA
FRME
CBU
FL
SONC
MPC
CONN
AIZ
SCG
GCI
EBTC
WAL
BMS
CRAI
S
BYD
INTX
DG
VMC
SLB
NVCR
NTNX
CTRL
HTWR
CVX
ZBRA
SWI
VHI
CMC
AFSI
EGN
"HUBA, HUBB"
RHT
RRC
IBCP
TSCO
HMST
CAG
MLM
FWRD
WSFS
RVLV
NUS
SMCI
NSP
SSI
AGO
AWAY
OVBC
PL
CTCT
TMP
LGND
HBHC
PTC
QTWO
CMTL
CBR
BOH
PEIX
NRG
XLRN
FFIC
RTN
CHGG
CRI
BC
AKS
CYT
PETM
GNW
GPRO
XRX
IVZ
EPAM
PEP
VRSN
AFG
GOGO
INSW
POOL
GEVO
PRI
SNDK
QNST
WST
GWRS
INFA
ESV
MWV
KTOS
BXP
CHE
NUVA
CLVS
BMI
KMT
CHK
SBUX
URI
HSC
ALNY
CLH
SXI
NBIX
ARMK
NCR
SCSS
COG
AROW
FMBI
PBI
WISH
APC
HTGC
HST
BMTC
DGICA
CAH
UBER
BEN
ADSK
JBLU
DAKT
AGM
DKNG
HELE
HP
EFX
SGI
CHRW
HAR
CAKE
DAL
CPSS
MOH
SIAL
LL
UMPQ
UAL
FDS
VOYA
LION
CPWR
ADVS
FLO
SGMO
HK
DE
CPE
ABBV
OLP
APD
FLT
IM
RBA
UIL
TRUE
ACGL
PATK
SNOW
CMI
BLMN
MNST
IACI
RUN
HME
FOR
FTV
KSU
LF
CRZO
PODD
POST
APO
WINA
EIX
GSBC
DDD
PX
LRCX
NJR
MKTX
DELL
NPTN
BEC
RTEC
MUSA
NAV
WCC
LAZ
PLAB
TDS
CNX
CCE
SEM
SE
CPT
UGI
JEC
ATVI
CSTL
BGNE
FMNB
WAB
IIVI
ACI
FELE
AEHR
CSL
FSLY
RHP
LDOS
PEBO
PWR
LECO
AGIO
R
TOWR
WTW
FTR
TWST
JCOM
OLBK
ACTG
HII
TRMK
BMRC
FLS
HOG
AET
ALOT
PAYX
RDFN
XL
EVR
LGF
MTG
LNCE
MASI
BUSE
VC
KEG
GIG
TISI
MDP
WTFC
APOG
SJM
ELON
SPSC
HIG
AVLR
CXW
PBCT
CBI
VLO
PCRX
KNL
WASH
BOX
TTEC
WWD
TTGT
DFS
FNSR
ENSG
OWW
OPEN
FOMC
GAS
BAND
LEA
IRF
DK
TDC
STKL
CUZ
FOSL
GLT
STNR
TOL
AGYS
OLN
BLFS
WY
CMN
STT
BGFV
ALB
MDR
DOCU
FOX
MLNX
TFX
DRE
KOP
NG
FLIR
FIO
MNRO
XXIA
ACAS
CNQR
ALSK
UNM
NKTR
GABC
VBTX
HPP
NBBC
WERN
MKL
RMNI
WXS
PEN
WSBC
SLAB
AVID
DYN
QEP
TRHC
PCTI
JMP
TESS
XYL
MDSO
ROVI
MOS
GTE
AA
AWH
NIHD
FRAF
GBT
STON
ALEX
SFG
WGO
none
BIG
PSA
OHI
CBT
RNET
MEE
MPAA
"BIO, BIOB"
MYRG
LILA
AVT
BURL
CBDS
EEFT
LCUT
GNRC
VOLC
PRAA
ZS
P
IDTI
IEX
YHOO
GH
AMED
RLH
ODFL
CDNA
ARIA
ORIT
MMP
CF
KEM
ITRI
PVTB
DVN
AMG
CENT
MTSI
SWM
EFII
PLCM
WMS
NWBI
INSP
EXAS
PM
SUP
BTN
LNG
NSTG
MENT
BSET
VCRA
EPAY
ELS
ANAT
RDN
CSX
AVAV
FBHS
PRA
MJN
LXK
TXG
DVCR
APEI
NBTB
SKS
HCSG
WBC
PFSW
PLAY
ANF
MTCH
LLNW
EFSC
CALD
NWN
IMMR
PKI
FIRE
BAS
COIN
SYF
MB
INGR
LOCK
PNM
BBEP
vicr
MAA
GNMK
HQY
BWA
"LEN, LEN.B"
BWXT
CPB
IDA
EHTH
FCX
BPOP
AAN
X
MSBI
DST
CSII
CLF
STAA
FINL
BMC
HMN
SPB
CHDN
CSLT
TFSL
SLM
GHL
EAT
CECO
ITG
MKTO
PNY
BANF
SIX
WFT
MWA
CRY
AMPH
GPX
CFR
ATSG
CRS
DGI
TNC
LTS
HLX
ST
DRC
ATO
COR
NNI
XNPT
IIIN
U
OUT
CBRL
PRO
BBSI
PDM
LITE
TGC
BW
BRCD
CA
CNO
TIBX
MFA
IPHI
ODP
ENDP
ARLP
PLUS
CNW
CATY
CSGS
AMCX
WD
SPR
CW
LLTC
FNB
FCB
TXT
UPST
DHI
Y
AGP
NTCT
DPZ
MCS
UDR
EXTR
LZB
TLYS
ATRA
WTS
IRMD
ICON
DXLG
ALLE
NILE
LNT
MTRN
PNFP
CBOE
ATRC
NYSE: SCS
EMMS
ROST
BDGE
DKS
EZPW
BHB
GMCR
CTL
CORT
SEAS
HOMB
BRKR
SBBX
HA
MDCO
PCG
FLXS
MSCC
WDFC
MRGE
CYBX
MTRX
EQY
CDI
PGN
AHC
BAH
FET
ALG
CE
TXRH
ELNK
MHK
ISIL
DNR
LNDC
CEVA
CCK
SANW
MAS
QRVO
CTIC
BE
WMAR
NANO
LXRX
YUMC
ADT
PLUG
SAIC
SBH
VRX
LMCA
D
RSYS
SIGI
AMRC
RGR
TCO
FRT
SWY
ARUN
MS
UVV
APKT
RGA
RUSH
USG
MMI
FMER
BWLD
UTI
SNBC
NWPX
OZRK
HOS
CTLT
ACAD
BDSI
UAM
VVUS
SXCI
WPP
AMRS
RPM
OFG
BJ
WAIR
PUBM
TSO
DENN
CBST
IRWD
LULU
STFC
MLAB
CUB
TRIP
DRAD
PAA
AXTA
SPGI
SLCA
PLNT
FRED
GDP
NDAQ
LYV
FLWS
QUAD
CBIN
PTCT
FLEX
ABNB
WWAV
CPLA
QLIK
UVSP
BHVN
SANM
CPRT
LMNX
ZIP
OMC
AYI
ZAYO
FMBH
PANL
IP
OXY
ENPH
CHS
CUK
OZM
CDW
SXT
DECK
UCTT
AAOI
SBCF
EVBG
G
CPY
AEL
CBG
MOGA/MOGB
ORBC
AMKR
ORA
AIR
NR
SJW
CPS
MCI
NVR
WSTC
GROW
BKSC
KALU
FWLT
CSV
CCOI
WRLD
HFWA
ESS
TRST
BHLB
GPK
INST
HF
DBD
BCRX
TECH
CERS
EPR
HCC
IPCM
TYC
SPTN
PAHC
SPT
EXAC
TWOU
RVBD
SHOR
ATML
VR
AM
FIX
HAIN
RPD
CFN
SFSF
ININ
PMCS
EVRI
CELL
SRDX
USTR
TCB
TENB
GNTX
ARE
VYST
USM
SYBS
CLDR
ALNC
CLC
HDS
CASS
CBL
APOL
CMPR
EPC
HPY
TACT
ERII
BOBE
LINTA
VLY
CZFS
PRMW
RLGY
SD
EXR
RDEN
CFI
CRC
TBNK
QTRX
CCF
NVLS
WLL
ACC
SWAV
CRSP
CREE
RYL
LAWS
LPSN
FADV
THR
BV
KBR
SXC
MTDR
KFRC
SIG
TAT
MLI
COMM
SUI
DO
(CHFC)
DY
ATR
RMBS
QTS
IMTL
OCN
ZLTQ
USFD
IZEA
LDL
ACLS
HOME
ETFC
NYT
CTBI
PDCO
HIBB
NRP
FCEA/FCEB
TQNT
SNAP
TRS
SKX
BKI
PSTG
MATX
MINI
HNT
VPHM
SSFN
WU
WRK
ARG
RKUS
ONNN
VNTV
FSTR
ARAY
VEC
SFE
SBGI
CLUB
OIS
CDE
RWT
VOXX
OSIS
UBSI
UFI
VRNT
KIM
TBI
SAI
GGP
REX
TRAK
OVTI
RS
LYTS
RGS
VECO
JMBA
CHCO
HSII
PNK
LBY
ALRM
NETL
VSEA
PPS
QCRH
MRLN
BTU
GMT
LHCG
WDR
MOD
IL
PCL
CLI
BXS
OSUR
SLXP
USAK
MSG
INVN
BWC
SMRT
APRN
PHM
KRA
MSPD
FXCM
AXL
CXO
NFP
DEL
CZR
OLED
VRNS
TRC
ACHC
yorw
ISBC
AMAT
CRAY
EPZM
CAMP
AEPI
AES
NWLI
SHAW
GPRE
CAC
WLDN
MRO
APPF
VCYT
LM
AWI
BKD
CCL
AL
XOMA
VMI
BEZ
KMI
WPX
VVV
ACNB
NMBL
MMSI
PSB
ITT
MNKD
TDUP
ASCA
ACIW
RAH
FORM
ESL
PARR
FOE
MO
CLB
NCMI
IRIS
KMG
RFP
DXC
BIF
COTY
BBND
GTLS
DNDN
GLDD
UFPT
FRPT
OLLI
MOV
ESTC
CRDA CRDB
RGEN
FRS
SBRA
NATR
RIG
LIOX
KPTI
BPMC
SUM
VAL
AXS
MSCI
PMT
TRLA
LJPC
RRGB
LCII
OTTR
PGC
BRS
MNR
BRKS
CLBK
AGII
TTWO
MKTG
MGPI
DTSI
IPAS
TTMI
RYN
LSXMA
MTW
WFMI
SMMF
XON
GEO
UNVR
EMR
GVA
NSM
MPLX
MIME
UNS
CVC
FANG
SQI
AAON
SGA
ONXX
AIMC
CFX
PPBI
NHC
PRXL
DCO
AMN
AXGN
CGNX
DORM
TCX
LSTR
SALM
ANTM
WYN
AGX
PJC
LTRX
CHFC
CSTR
NNN
MATW
CNS
HCAT
PCYC
ATI
PAYC
MERC
ESI
CLNE
CBM
MTZ
XCO
ADS
ZBH
TG
SDGR
FSCT
VCI
EDE
LIVN
MDLZ
PCSB
DDR
GTT
EB
MWIV
MDRX
FAST
EQT
DAR
NS
BL
WNR
TTI
CYNO
RH
EE
FI
AAL
ITMN
HIW
RTK
SAFT
"GEF,GEF.B"
SREV
ANGO
ACU
LPI
NAUH
COHU
RFMD
ASRV
ELGX
MATR
LOGI
ECYT
STL
ZUO
NLS
KITE
MIK
ITGR
ATLS
PRTS
DRNA
LAUR
SAIA
JBT
ENTR
SNTS
NUTR
ATU
OFC
KCG
FFIN
PLTR
BLDR
CLDB
CMCT
LVLT
WLP
NYSE/TRN
BDN
FUN
CHRS
WWE
ESSA
EPM
MCB
CLWR
TPIC
GPI
WAGE
MCHX
GIII
kmt
WW
CVI
BCOR
INO
AMCC
FISI
CTAS
TCBI
QLGC
OCFC
KELYA
SABR
RETA
OII
SCTY
ACAT
ULTA
LOPE
NNBR
XEC
HTH
HCBK
CMOH
