issuerTradingSymbol
HON
HD
LDL
SLAB
AL
CHD
EV
PPG
CXW
ARE
TSCO
DRI
AVT
COHR
MXL
BEN
OIS
CBU
PSA
OCFC
AN
NTAP
CF
PLUS
K
FORR
BCO
CBT
GPS
EBS
ICPT
GLT
ODFL
RYN
VRSK
WAT
GNRC
FMBH
FUN
SLM
GWW
PWR
CTLT
SGA
OSIS
MFA
AOS
JAZZ
PBCT
TXN
KELYA
EXR
MA
CTBI
CMTL
PODD
WWE
SSP
CMG
OHI
SRDX
UAL
ATO
SXT
ALOT
KVHI
ORLY
RGS
PLD
OXY
MTDR
SEAS
FOSL
WMB
AMT
BMTC
FDP
BGFV
HSTM
AXS
AMRN
EPAY
WRLD
BHLB
ALG
GPRE
DLB
DK
EMR
ADSK
ALSN
SLB
ATRC
APOG
GE
NVDA
RSG
PSMT
SWN
NG
NEOG
SBAC
BBSI
TIPT
XLNX
CSL
CDE
EGOV
MRLN
DG
QNST
DAL
APPN
FLS
UFPT
MU
IEX
NTRA
ACHC
AIR
BBBY
LMNX
OUT
JBLU
ALGN
EPAM
ANGO
IBCP
UBSI
ROST
SMMF
AYI
SCOR
DE
SUI
AFG
LC
NAV
VECO
DCO
SIX
BFAM
WINA
PCG
NWL
MPAA
RGA
HOG
BAH
RMBS
OSTK
VIAV
UFI
SYK
DTE
DPZ
MLAB
JBT
MC
LSTR
NATI
STL
THC
SO
COHU
LMAT
CAKE
ASH
MAT
HPP
TRS
MPWR
AMBA
PAYX
ABMD
GWRS
BURL
PNR
WSM
GT
CXO
DRE
IONS
HIG
EPC
BDN
IZEA
RGR
EEFT
TTD
ALXN
AMSWA
MTG
VVV
CTAS
OFG
TCBI
TWST
CHRW
ADTN
KMX
ABBV
MMC
MAS
SMAR
TPX
KAR
HIW
CAG
AVGO
AEO
MO
CPT
CHGG
HSII
ATSG
VMW
USAK
CDNA
VFC
LOW
EXPE
CPB
STE
NDAQ
WEYS
HES
CE
TTWO
RNG
LAD
CSCO
PARR
WLDN
LITE
CHS
BYD
ORCL
GNTX
DAN
CONN
PFSW
TISI
PATK
VEEV
CNO
PRMW
SPWR
ITGR
SBGI
HLIT
LCUT
SPLK
NWBI
TWOU
DIN
FLIR
LCII
PMT
NWPX
BSET
GEL
EMN
VBTX
SANW
AGYS
WRK
ALB
WCC
PFPT
BWXT
EL
PYPL
TRUE
FGEN
NNBR
SBUX
UNF
ATRO
SANM
MGPI
CLB
VG
OTTR
DXLG
PANW
ACU
HI
GPC
CMPR
STKL
UFS
VMC
CYH
CENT
RP
HMN
QTS
BIG
GTT
AES
AXGN
ESS
LUV
L
CCI
HA
INGN
PLUG
SEM
AEHR
LULU
VRNT
NTCT
PGR
OLN
DIOD
NEWR
DAR
OGE
QLYS
TTEC
MRO
PKOH
AEP
