issuerTradingSymbol
HY
OPK
LEG
IRDM
MAIN
MTB
ENDV
CCD
FBP
CTSH
ENS
PNW
UPS
CZNC
ZEN
CRM
SYBT
AWR
ACN
T
APA
ONB
TPL
CPIX
ANDE
TEX
INTC
ASB
PEGA
DDS
SAFM
OSK
UNH
CBSH
BOKF
CNBKA
RCG
EOG
RGCO
BLK
PG
BSX
NFG
RF
ABM
TROW
ED
MCHP
IT
OC
GD
CINF
CWT
SBSI
SYY
BMY
BANR
KFS
UFCS
KR
FMNB
DCI
PRGS
SWK
SHEN
NC
CME
UMBF
MET
SMG
BLL
TTEK
FFBC
GOOG
LII
ECL
SM
MMM
SIVB
WBS
CR
ETR
BG
CMCO
RLI
ERIE
LFUS
GABC
VHI
AAP
FULT
PNC
SNX
PFG
CNMD
CHH
CCMP
SWX
MLM
MKC
ETN
UEIC
NTRS
OVBC
KSS
SNV
COLM
CMCSA
ALLY
CLMT
ILMN
TRMK
CL
ANET
SYKE
CORE
EBAY
SFNC
ABT
FMC
BUSE
PZZA
WCN
CMP
EBTC
FRME
THG
JBHT
TSN
MORN
GM
HBAN
AIT
UMPQ
AVA
H
AMGN
GROW
PCAR
NLSN
RJF
IART
HII
REGN
CTXS
DIS
SCL
QCOM
INDB
BMRN
MPC
EVR
ADP
COST
CNC
ACNB
CVLT
IDCC
BRC
RNR
VAC
SMTC
WERN
BR
BLKB
HSY
CLH
MGRC
HTGC
TMO
LDOS
AME
DVA
AZZ
BC
ICE
FFIC
SNPS
WTFC
TDY
COF
FLIC
VRTX
ASGN
ARMK
DGICA
TREX
NOW
ALKS
GBX
CB
FCNCA
JLL
PRGO
EME
ELS
ICFI
BMRC
CMA
VTR
NRG
CI
MSM
INTU
NSC
BKSC
CRI
TAP
HSIC
HBB
HNI
XOM
ROK
CNX
PLXS
SHW
WMT
HAL
TEL
IFF
IBM
CLBK
CUZ
ASRV
PRA
NOC
BPFH
KEY
AZO
PEBO
WOR
D
CAC
TRV
OMCL
A
PRI
AMP
NDSN
ARR
PH
PFS
MPLX
NFLX
BOH
FMBI
SON
TKR
GPX
CCK
AGO
AGCO
CIR
YORW
KWR
HLF
IDXX
PDM
COG
IDA
STLD
GIS
UNFI
NSIT
CRL
C
EW
WSFS
FITB
ADBE
FUL
CMCT
POWI
AVY
BIIB
LH
SAFT
DLX
SJW
AVB
MCO
CASS
CRVL
B
SF
SGEN
LKFN
UNP
EXP
FIS
KOP
FSLR
COO
AIZ
VRSN
PVH
INCY
MSI
WDC
ANSS
LYB
UVV
REG
CIT
WAL
EIG
ARW
CMC
WDFC
EXC
AROW
CKH
LYTS
EFSC
URI
ISRG
DGX
PNFP
FLR
ITRI
RGLD
CDNS
XRAY
HCA
ABG
NJR
MANH
BPOP
MXIM
KEX
ROG
SCHL
UIS
VLY
UNM
RCL
BK
MSA
RLH
SXI
NBTB
HRL
TRC
CNS
SBRA
TUP
MTX
ALK
DECK
YUM
CAT
INGR
HTLF
LLY
KNX
FCN
KSU
TMP
R
CLX
MKL
ZION
RMD
VAR
CACI
AJG
PDCO
SYF
TER
NEE
SWKS
EA
DCOM
TGT
BAX
AGM
TDG
SBCF
BMI
WST
MRVL
DUK
GLW
KAI
MTRX
DOV
BRT
ENV
WFC
PEP
DLTR
ASTE
GWRE
WWW
JACK
APEI
WHR
ALLE
ITW
PXD
TTC
SYNA
LGND
BDX
CBZ
PNM
ADI
LPLA
MTRN
NS
CRAI
AZPN
LECO
NNN
RNST
JWN
HXL
KLAC
PRAA
RPM
TEN
JPM
KBR
OLP
MAR
MNR
HVT
ICON
UVSP
IPGP
TCBK
CAR
LNC
CMI
CPF
BHB
AAWW
ZBRA
GPN
IRM
TG
AMZN
MTD
VSAT
WTS
WGO
FNB
SAIC
PII
AIMC
IVZ
WEC
RL
MTN
NUE
WEX
CHE
MDT
UBER
HMST
FWRD
JCI
HELE
FL
HUM
GILD
UFPI
EAT
TYL
FFIN
STT
OMC
OMI
WAB
OLED
HFWA
GVA
FSTR
CSGS
SCHW
EXPO
AFL
GTLS
MHK
AKAM
NATR
BKH
GHL
STX
FE
MAA
DY
FTV
PM
SPB
MTZ
UTHR
KALU
HST
BWA
FFIV
AAOI
PBI
BDGE
WIFI
VLO
MGM
FTNT
IRBT
ROCK
FICO
MSFT
TDC
VRTU
ROLL
USB
HOLX
SIGI
FDX
HUBS
TFX
BBY
UDR
BDC
JNJ
FIBK
ADM
FISV
GRMN
LZB
W
HUN
XEL
FISI
THS
RRC
BJRI
SNCR
FIX
HMSY
SPTN
AWK
RRGB
QRVO
HAE
CZFS
HZO
KFRC
EQR
WTW
CBOE
TNC
DFS
MATX
CBRL
EQIX
UTI
BFS
HTH
MTW
AMWD
SJM
WSBC
TNET
PKI
CSX
EFX
RHP
LRCX
ACGL
IOSP
EPD
NEM
MATW
IIIN
DAKT
FELE
BA
FHN
QCRH
LRN
EXLS
TESS
EGBN
MCS
NKE
DVN
HP
LSCC
HAS
GPI
KMT
WASH
USCR
STFC
MKSI
WEN
NYT
DHR
MOH
FB
FRAF
TCO
CSV
CHCO
DXCM
WLK
ENSG
ATI
CATY
AMED
THR
MKTX
GLDD
TRST
POOL
KLIC
PCTI
WY
SPR
FLO
CDW
WM
HRC
GFN
FLXS
AAON
ENTG
CVS
CW
TRMB
NUS
NUAN
DBD
SCI
HBI
AEIS
MYRG
PGC
Y
MUR
AEL
GSBC
PRU
NPO
SNA
BLMN
CAH
MSCI
CHDN
TRUP
QDEL
CLF
PENN
SRCL
XYL
PPBI
AWH
SIG
TBI
TIF
LILA
MLI
APD
SPGI
V
GDOT
EGHT
HLX
JBL
MLHR
VMI
KTOS
MOD
AVID
