0
notSubjectToSection16
m_isDirector
m_isOfficer
m_isTenPercentOwner
m_isOther
transactionTimeliness
transactionShares
sharesOwnedFollowingTransaction
directOrIndirectOwnership
init_prices
percentVolumeChange
transactionCode_C
transactionCode_D
transactionCode_F
transactionCode_G
transactionCode_J
transactionCode_M
transactionCode_P
issuerTradingSymbol_HY
issuerTradingSymbol_OPK
issuerTradingSymbol_LEG
issuerTradingSymbol_IRDM
issuerTradingSymbol_MAIN
issuerTradingSymbol_MTB
issuerTradingSymbol_ENDV
issuerTradingSymbol_CCD
issuerTradingSymbol_FBP
issuerTradingSymbol_CTSH
issuerTradingSymbol_ENS
issuerTradingSymbol_PNW
issuerTradingSymbol_UPS
issuerTradingSymbol_CZNC
issuerTradingSymbol_ZEN
issuerTradingSymbol_CRM
issuerTradingSymbol_SYBT
issuerTradingSymbol_AWR
issuerTradingSymbol_ACN
issuerTradingSymbol_T
issuerTradingSymbol_APA
issuerTradingSymbol_ONB
issuerTradingSymbol_TPL
issuerTradingSymbol_CPIX
issuerTradingSymbol_ANDE
issuerTradingSymbol_TEX
issuerTradingSymbol_INTC
issuerTradingSymbol_ASB
issuerTradingSymbol_PEGA
issuerTradingSymbol_DDS
issuerTradingSymbol_SAFM
issuerTradingSymbol_OSK
issuerTradingSymbol_UNH
issuerTradingSymbol_CBSH
issuerTradingSymbol_BOKF
issuerTradingSymbol_CNBKA
issuerTradingSymbol_RCG
issuerTradingSymbol_EOG
issuerTradingSymbol_RGCO
issuerTradingSymbol_BLK
issuerTradingSymbol_PG
issuerTradingSymbol_BSX
issuerTradingSymbol_NFG
issuerTradingSymbol_RF
issuerTradingSymbol_ABM
issuerTradingSymbol_TROW
issuerTradingSymbol_ED
issuerTradingSymbol_MCHP
issuerTradingSymbol_IT
issuerTradingSymbol_OC
issuerTradingSymbol_GD
issuerTradingSymbol_CINF
issuerTradingSymbol_CWT
issuerTradingSymbol_SBSI
issuerTradingSymbol_SYY
issuerTradingSymbol_BMY
issuerTradingSymbol_BANR
issuerTradingSymbol_KFS
issuerTradingSymbol_UFCS
issuerTradingSymbol_KR
issuerTradingSymbol_FMNB
issuerTradingSymbol_DCI
issuerTradingSymbol_PRGS
issuerTradingSymbol_SWK
issuerTradingSymbol_SHEN
issuerTradingSymbol_NC
issuerTradingSymbol_CME
issuerTradingSymbol_UMBF
issuerTradingSymbol_MET
issuerTradingSymbol_SMG
issuerTradingSymbol_BLL
issuerTradingSymbol_TTEK
issuerTradingSymbol_FFBC
issuerTradingSymbol_GOOG
issuerTradingSymbol_LII
issuerTradingSymbol_ECL
issuerTradingSymbol_SM
issuerTradingSymbol_MMM
issuerTradingSymbol_SIVB
issuerTradingSymbol_WBS
issuerTradingSymbol_CR
issuerTradingSymbol_ETR
issuerTradingSymbol_BG
issuerTradingSymbol_CMCO
issuerTradingSymbol_RLI
issuerTradingSymbol_ERIE
issuerTradingSymbol_LFUS
issuerTradingSymbol_GABC
issuerTradingSymbol_VHI
issuerTradingSymbol_AAP
issuerTradingSymbol_FULT
issuerTradingSymbol_PNC
issuerTradingSymbol_SNX
issuerTradingSymbol_PFG
issuerTradingSymbol_CNMD
issuerTradingSymbol_CHH
issuerTradingSymbol_CCMP
issuerTradingSymbol_SWX
issuerTradingSymbol_MLM
issuerTradingSymbol_MKC
issuerTradingSymbol_ETN
issuerTradingSymbol_UEIC
issuerTradingSymbol_NTRS
issuerTradingSymbol_OVBC
issuerTradingSymbol_KSS
issuerTradingSymbol_SNV
issuerTradingSymbol_COLM
issuerTradingSymbol_CMCSA
issuerTradingSymbol_ALLY
issuerTradingSymbol_CLMT
issuerTradingSymbol_ILMN
issuerTradingSymbol_TRMK
issuerTradingSymbol_CL
issuerTradingSymbol_ANET
issuerTradingSymbol_SYKE
issuerTradingSymbol_CORE
issuerTradingSymbol_EBAY
issuerTradingSymbol_SFNC
issuerTradingSymbol_ABT
issuerTradingSymbol_FMC
issuerTradingSymbol_BUSE
issuerTradingSymbol_PZZA
issuerTradingSymbol_WCN
issuerTradingSymbol_CMP
issuerTradingSymbol_EBTC
issuerTradingSymbol_FRME
issuerTradingSymbol_THG
issuerTradingSymbol_JBHT
issuerTradingSymbol_TSN
issuerTradingSymbol_MORN
issuerTradingSymbol_GM
issuerTradingSymbol_HBAN
issuerTradingSymbol_AIT
issuerTradingSymbol_UMPQ
issuerTradingSymbol_AVA
issuerTradingSymbol_H
issuerTradingSymbol_AMGN
issuerTradingSymbol_GROW
issuerTradingSymbol_PCAR
issuerTradingSymbol_NLSN
issuerTradingSymbol_RJF
issuerTradingSymbol_IART
issuerTradingSymbol_HII
issuerTradingSymbol_REGN
issuerTradingSymbol_CTXS
issuerTradingSymbol_DIS
issuerTradingSymbol_SCL
issuerTradingSymbol_QCOM
issuerTradingSymbol_INDB
issuerTradingSymbol_BMRN
issuerTradingSymbol_MPC
issuerTradingSymbol_EVR
issuerTradingSymbol_ADP
issuerTradingSymbol_COST
issuerTradingSymbol_CNC
issuerTradingSymbol_ACNB
issuerTradingSymbol_CVLT
issuerTradingSymbol_IDCC
issuerTradingSymbol_BRC
issuerTradingSymbol_RNR
issuerTradingSymbol_VAC
issuerTradingSymbol_SMTC
issuerTradingSymbol_WERN
issuerTradingSymbol_BR
issuerTradingSymbol_BLKB
issuerTradingSymbol_HSY
issuerTradingSymbol_CLH
issuerTradingSymbol_MGRC
issuerTradingSymbol_HTGC
issuerTradingSymbol_TMO
issuerTradingSymbol_LDOS
issuerTradingSymbol_AME
issuerTradingSymbol_DVA
issuerTradingSymbol_AZZ
issuerTradingSymbol_BC
issuerTradingSymbol_ICE
issuerTradingSymbol_FFIC
issuerTradingSymbol_SNPS
issuerTradingSymbol_WTFC
issuerTradingSymbol_TDY
issuerTradingSymbol_COF
issuerTradingSymbol_FLIC
issuerTradingSymbol_VRTX
issuerTradingSymbol_ASGN
issuerTradingSymbol_ARMK
issuerTradingSymbol_DGICA
issuerTradingSymbol_TREX
issuerTradingSymbol_NOW
issuerTradingSymbol_ALKS
issuerTradingSymbol_GBX
issuerTradingSymbol_CB
issuerTradingSymbol_FCNCA
issuerTradingSymbol_JLL
issuerTradingSymbol_PRGO
issuerTradingSymbol_EME
issuerTradingSymbol_ELS
issuerTradingSymbol_ICFI
issuerTradingSymbol_BMRC
issuerTradingSymbol_CMA
issuerTradingSymbol_VTR
issuerTradingSymbol_NRG
issuerTradingSymbol_CI
issuerTradingSymbol_MSM
issuerTradingSymbol_INTU
issuerTradingSymbol_NSC
issuerTradingSymbol_BKSC
issuerTradingSymbol_CRI
issuerTradingSymbol_TAP
issuerTradingSymbol_HSIC
issuerTradingSymbol_HBB
issuerTradingSymbol_HNI
issuerTradingSymbol_XOM
issuerTradingSymbol_ROK
issuerTradingSymbol_CNX
issuerTradingSymbol_PLXS
issuerTradingSymbol_SHW
issuerTradingSymbol_WMT
issuerTradingSymbol_HAL
issuerTradingSymbol_TEL
issuerTradingSymbol_IFF
issuerTradingSymbol_IBM
issuerTradingSymbol_CLBK
issuerTradingSymbol_CUZ
issuerTradingSymbol_ASRV
issuerTradingSymbol_PRA
issuerTradingSymbol_NOC
issuerTradingSymbol_BPFH
issuerTradingSymbol_KEY
issuerTradingSymbol_AZO
issuerTradingSymbol_PEBO
issuerTradingSymbol_WOR
issuerTradingSymbol_D
issuerTradingSymbol_CAC
issuerTradingSymbol_TRV
issuerTradingSymbol_OMCL
issuerTradingSymbol_A
issuerTradingSymbol_PRI
issuerTradingSymbol_AMP
issuerTradingSymbol_NDSN
issuerTradingSymbol_ARR
issuerTradingSymbol_PH
issuerTradingSymbol_PFS
issuerTradingSymbol_MPLX
issuerTradingSymbol_NFLX
issuerTradingSymbol_BOH
issuerTradingSymbol_FMBI
issuerTradingSymbol_SON
issuerTradingSymbol_TKR
issuerTradingSymbol_GPX
issuerTradingSymbol_CCK
issuerTradingSymbol_AGO
issuerTradingSymbol_AGCO
issuerTradingSymbol_CIR
issuerTradingSymbol_YORW
issuerTradingSymbol_KWR
issuerTradingSymbol_HLF
issuerTradingSymbol_IDXX
issuerTradingSymbol_PDM
issuerTradingSymbol_COG
issuerTradingSymbol_IDA
issuerTradingSymbol_STLD
issuerTradingSymbol_GIS
issuerTradingSymbol_UNFI
issuerTradingSymbol_NSIT
issuerTradingSymbol_CRL
issuerTradingSymbol_C
issuerTradingSymbol_EW
issuerTradingSymbol_WSFS
issuerTradingSymbol_FITB
issuerTradingSymbol_ADBE
issuerTradingSymbol_FUL
issuerTradingSymbol_CMCT
issuerTradingSymbol_POWI
issuerTradingSymbol_AVY
issuerTradingSymbol_BIIB
issuerTradingSymbol_LH
issuerTradingSymbol_SAFT
issuerTradingSymbol_DLX
issuerTradingSymbol_SJW
issuerTradingSymbol_AVB
issuerTradingSymbol_MCO
issuerTradingSymbol_CASS
issuerTradingSymbol_CRVL
issuerTradingSymbol_B
issuerTradingSymbol_SF
issuerTradingSymbol_SGEN
issuerTradingSymbol_LKFN
issuerTradingSymbol_UNP
issuerTradingSymbol_EXP
issuerTradingSymbol_FIS
issuerTradingSymbol_KOP
issuerTradingSymbol_FSLR
issuerTradingSymbol_COO
issuerTradingSymbol_AIZ
issuerTradingSymbol_VRSN
issuerTradingSymbol_PVH
issuerTradingSymbol_INCY
issuerTradingSymbol_MSI
issuerTradingSymbol_WDC
issuerTradingSymbol_ANSS
issuerTradingSymbol_LYB
issuerTradingSymbol_UVV
issuerTradingSymbol_REG
issuerTradingSymbol_CIT
issuerTradingSymbol_WAL
issuerTradingSymbol_EIG
issuerTradingSymbol_ARW
issuerTradingSymbol_CMC
issuerTradingSymbol_WDFC
issuerTradingSymbol_EXC
issuerTradingSymbol_AROW
issuerTradingSymbol_CKH
issuerTradingSymbol_LYTS
issuerTradingSymbol_EFSC
issuerTradingSymbol_URI
issuerTradingSymbol_ISRG
issuerTradingSymbol_DGX
issuerTradingSymbol_PNFP
issuerTradingSymbol_FLR
issuerTradingSymbol_ITRI
issuerTradingSymbol_RGLD
issuerTradingSymbol_CDNS
issuerTradingSymbol_XRAY
issuerTradingSymbol_HCA
issuerTradingSymbol_ABG
issuerTradingSymbol_NJR
issuerTradingSymbol_MANH
issuerTradingSymbol_BPOP
issuerTradingSymbol_MXIM
issuerTradingSymbol_KEX
issuerTradingSymbol_ROG
issuerTradingSymbol_SCHL
issuerTradingSymbol_UIS
issuerTradingSymbol_VLY
issuerTradingSymbol_UNM
issuerTradingSymbol_RCL
issuerTradingSymbol_BK
